tournament_id,match_id,game_id
2277,430514,196411
2277,430514,196412
2277,430515,196413
2277,430515,196414
2277,430516,196416
2277,430516,196418
2277,430516,196417
2277,430517,196420
2277,430517,196419
2277,430521,196433
2277,430521,196432
2277,430518,196422
2277,430521,196431
2277,430517,196421
2277,430518,196423
2277,430518,196424
2277,430519,196425
2277,430519,196426
2277,430519,196427
2277,430520,196428
2277,430520,196429
2277,430520,196430
2277,430526,196448
2277,430529,196457
2277,430526,196449
2277,430529,196458
2277,430526,196450
2277,430527,196451
2277,430527,196453
2277,430527,196452
2277,430528,196454
2277,430528,196455
2277,430522,196434
2277,430522,196435
2277,430522,196436
2277,430523,196437
2277,430523,196438
2277,430531,196464
2277,430530,196461
2277,430532,196466
2277,430531,196463
2277,430533,196470
2277,430530,196460
2277,430533,196469
2277,430530,196462
2277,430532,196467
2277,430532,196468
2277,430534,196472
2277,430524,196441
2277,430524,196442
2277,430524,196440
2277,430534,196473
2277,430535,196475
2277,430535,196477
2277,430535,196476
2277,430525,196444
2277,430525,196445
2277,430535,196479
2277,430535,196478
2274,427994,195770
2274,427992,195764
2277,430525,196443
2277,430525,196446
2277,430525,196447
2274,427994,195771
2274,427991,195761
2274,427991,195762
2274,427992,195765
2274,427993,195767
2274,427993,195768
2274,427995,195773
2274,427995,195774
2274,427997,195779
2274,427998,195782
2274,427998,195783
2274,427996,195776
2274,427996,195777
2274,427996,195778
2274,427997,195780
2274,428003,195800
2274,428003,195799
2274,428004,195803
2274,428006,195808
2274,428004,195804
2274,428006,195809
2274,428004,195802
2274,427999,195787
2274,428005,195807
2274,428005,195806
2274,427999,195786
2274,427999,195785
2274,428007,195812
2274,428007,195811
2274,428005,195805
2274,428000,195789
2274,428000,195788
2274,428008,195815
2274,428008,195816
2274,428009,195818
2274,428008,195814
2274,428009,195817
2274,428009,195819
2274,428010,195820
2274,428010,195821
2274,428011,195824
2274,428011,195825
2274,428001,195791
2274,428011,195823
2274,428001,195792
2275,430838,196667
2275,430838,196668
2274,428012,195826
2274,428012,195828
2274,428012,195829
2274,428012,195827
2274,428002,195795
2274,428002,195794
2274,428002,195798
2274,428002,195796
2274,428002,195797
2275,430837,196664
2275,430839,196672
2275,430839,196670
2275,430839,196671
2275,430837,196665
2275,430840,196673
2275,430840,196674
2275,430842,196679
2275,430842,196680
2275,430841,196676
2275,430842,196681
2275,430843,196682
2275,430841,196677
2275,430841,196678
2275,430843,196683
2275,430851,196709
2275,430851,196708
2275,430850,196705
2275,430853,196711
2275,430844,196685
2275,430853,196712
2275,430853,196713
2275,430844,196686
2275,430850,196706
2275,430849,196702
2275,430849,196703
2275,430849,196704
2275,430845,196688
2275,430845,196689
2275,430846,196691
2275,430854,196714
2275,430846,196692
2275,430854,196715
2275,430855,196717
2275,430855,196719
2275,430855,196718
2275,430856,196720
2275,430856,196722
2275,430856,196721
2275,430847,196695
2275,430847,196696
2275,430857,196725
2275,430857,196724
2275,430857,196723
2275,430847,196694
2275,430858,196726
2275,430860,196729
2275,430860,196730
2275,430858,196727
2275,430860,196731
2275,430848,196697
2275,430848,196699
2275,430848,196700
2275,430848,196698
2097,378663,180372
2097,378663,180373
2097,378663,180374
2097,378657,180357
2097,378662,180370
2097,378657,180358
2097,378662,180369
2097,378657,180359
2097,378656,180354
2097,378656,180355
2097,378667,180384
2097,378673,180400
2097,378667,180385
2097,378669,180389
2097,378673,180399
2097,378674,180402
2097,378674,180403
2097,378669,180388
2097,378669,180387
2097,378664,180375
2097,378664,180376
2097,378658,180360
2097,378658,180361
2097,378675,180405
2097,378664,180377
2097,378670,180390
2097,378675,180406
2097,378670,180391
2097,378675,180407
2097,378670,180392
2097,378665,180378
2097,378659,180363
2097,378659,180364
2097,378671,180393
2097,378671,180394
2097,378660,180367
2097,378676,180408
2097,378676,180409
2097,378665,180379
2097,378666,180381
2097,378660,180366
2097,378672,180396
2097,378672,180397
2097,378677,180411
2097,378660,180368
2097,378677,180413
2097,378677,180412
2097,378666,180382
2097,378823,180418
2097,378823,180417
2097,378822,180414
2097,378824,180420
2097,378825,180423
2097,378824,180421
2097,378822,180415
2097,378831,180440
2097,378831,180441
2097,378825,180424
2097,378832,180443
2097,378832,180444
2097,378826,180427
2097,378827,180429
2097,378833,180447
2097,378826,180428
2097,378827,180430
2097,378826,180426
2097,378833,180448
2097,378833,180446
2097,378834,180450
2097,378834,180451
2097,378834,180449
2097,378828,180432
2097,378828,180433
2097,378836,180455
2097,378828,182971
2097,378835,180453
2097,378836,180456
2097,378835,180452
2097,378835,180454
2097,378836,180457
2095,353177,173415
2097,378836,180458
2095,353177,173416
2095,353179,173421
2095,353178,173418
2095,353180,173424
2095,353179,173422
2095,353178,173419
2095,353180,173425
2097,378829,180435
2097,378829,180436
2095,353180,173426
2095,353181,173427
2097,378829,180439
2097,378829,180437
2095,353181,173428
2095,353181,173429
2095,353182,173430
2097,378829,180438
2095,353183,173433
2095,353183,173434
2095,353184,173436
2095,353182,173431
2095,353184,173437
2095,353184,173438
2095,353185,173439
2095,353185,173440
2095,353186,173442
2095,353187,173446
2095,353186,173443
2095,353188,173448
2095,353188,173449
2095,353187,173445
2095,353190,173455
2095,353190,173454
2095,353191,173457
2095,353191,173458
2095,353189,173452
2095,353191,173459
2095,353189,173451
2095,353189,173453
2095,353192,173460
2095,353192,173461
2095,353192,173462
2095,353193,173463
2095,353194,173466
2095,353193,173464
2095,353194,173467
2095,353195,173469
2095,353196,173472
2095,353195,173471
2095,353195,173470
2095,353196,173473
