tournament_id,team_id
926,474
926,628
926,7391
926,7397
926,2593
926,2355
955,8586
955,7912
955,4860
955,8587
955,7961
955,7065
955,8545
955,8469
955,8467
955,8470
955,8468
885,6882
885,472
885,4696
885,6750
885,4567
885,5441
885,3525
885,7969
885,7963
948,7391
948,2359
925,2355
925,2359
925,724
925,7269
799,6675
799,8127
799,188
799,533
799,2815
799,642
799,2
799,1615
799,120
799,1034
799,5248
799,337
799,637
799,2350
799,473
799,4940
799,6461
799,2291
799,5444
799,106
799,468
799,4388
799,856
799,470
799,17
799,6164
799,14
799,4345
799,7966
799,7853
799,2348
799,5832
799,8052
799,1654
799,6653
799,3337
799,793
799,6146
799,8063
799,4880
799,5482
799,4529
799,4346
854,628
854,257
854,2593
854,474
854,1209
854,8326
854,4915
854,397
854,6460
854,3531
854,472
854,4567
850,8185
850,8182
850,8075
850,2542
850,8086
850,2554
850,8088
850,8082
850,8090
850,7896
850,8099
850,6995
850,2559
850,8104
850,8094
850,8079
850,6622
850,6725
850,8092
850,8100
850,8101
850,5340
850,1132
850,8097
850,5339
850,8080
850,8081
850,6624
850,8087
850,8093
850,8098
850,8102
850,8103
850,8105
850,8091
850,8096
850,8076
850,1329
850,8083
850,8084
850,8077
850,8078
850,5346
850,8085
850,8089
850,8095
853,5448
853,277
853,6869
853,516
853,2988
853,104
853,294
853,6798
884,624
884,7397
884,6387
884,466
884,8309
884,4050
884,4210
884,4150
884,4325
884,7313
884,2032
884,799
884,7987
884,4330
884,7031
884,3108
884,5366
884,3107
884,5931
884,918
845,2359
845,2355
845,367
845,2354
845,7695
845,3942
852,2988
852,294
852,516
852,6798
852,2108
852,205
852,2934
852,283
844,724
844,7269
844,4094
844,363
844,2364
844,3322
842,7397
842,4210
842,4050
842,6665
842,623
842,497
842,4875
842,2112
842,8107
842,4993
842,8106
842,1485
842,5428
842,7685
842,7684
842,8011
842,7682
842,7680
842,6944
823,466
823,7600
823,2032
823,1110
823,3437
823,2814
823,2568
823,5960
823,4061
823,7390
823,7592
823,7620
823,3652
823,7585
823,7618
823,7578
851,104
851,5448
851,6869
851,277
851,2934
851,2108
851,283
851,2988
840,799
840,918
840,2917
840,4809
840,797
840,910
840,8108
840,795
840,4808
840,8027
840,8112
840,5902
840,8111
840,8115
840,8109
840,8110
840,8113
840,8114
840,4733
840,4829
840,8071
840,1958
840,1033
840,8069
840,4680
840,8070
840,8072
840,7041
840,8073
840,7040
840,7897
840,5904
840,5905
840,8031
840,8033
840,8035
840,8036
840,5935
840,8030
840,8025
840,8026
840,8028
840,8029
840,8023
840,6384
840,7034
840,4807
840,8024
840,6477
840,7898
840,6472
840,7899
840,7900
840,2144
840,7901
840,7902
841,4150
841,7031
841,5366
841,3136
841,4855
841,6199
841,6389
841,8001
883,4325
883,4330
883,5931
883,7063
883,7066
883,7061
883,7057
883,6969
883,6776
883,6970
883,7060
883,7675
883,7650
883,7394
883,5953
883,7911
858,624
858,6387
858,7987
858,6718
858,7985
858,8124
858,7980
858,6942
858,879
858,1919
858,8022
858,7978
858,6943
858,7982
858,7971
858,7973
858,6844
858,7972
858,7992
879,3108
879,3107
879,3490
879,6397
879,7916
879,7915
879,7914
879,4275
795,257
795,6460
795,3525
795,2059
795,4663
795,2533
795,6750
795,673
829,6961
829,7391
829,4894
829,2406
829,243
829,6946
829,581
829,1916
829,420
829,3512
829,5322
829,7349
829,7309
829,6406
829,7667
829,6766
829,7344
829,7640
829,7370
829,7637
829,6884
829,7355
829,6479
830,7313
830,1208
830,7318
830,1319
830,591
830,7312
830,6726
830,7319
812,6970
812,7066
812,6969
812,7060
812,7911
812,5953
812,7961
812,4322
812,7057
812,7675
812,7394
812,7673
812,5931
812,6999
812,4860
812,7393
812,7396
812,7063
812,7061
812,5954
812,5378
812,4330
812,6776
812,4324
812,6967
812,6971
796,4915
796,967
796,6110
796,6313
796,7539
796,7401
796,3997
796,3361
797,397
797,1184
797,4686
797,4696
797,4572
797,4762
797,2908
797,2903
792,1209
792,472
792,2059
792,2533
792,6750
792,4663
792,257
792,3908
793,4567
793,4686
793,397
793,4762
793,4572
793,1184
793,5310
793,1675
794,628
794,4915
794,6313
794,967
794,3361
794,6267
794,7243
794,604
449,3531
449,682
449,2355
449,474
449,2593
449,2112
449,188
449,6199
449,427
449,420
449,198
449,2
449,4894
449,4050
449,2406
449,277
558,188
558,637
558,120
558,533
558,2815
558,17
558,337
558,642
561,2406
561,719
561,243
561,581
561,4094
561,3512
561,363
561,724
559,474
559,1209
559,257
559,1184
559,4567
559,921
559,6267
559,1466
560,4050
560,2988
560,2542
560,2328
560,1670
560,624
560,466
560,918
560,2934
560,104
450,1466
450,1471
450,3527
450,1470
450,1464
450,1592
450,1594
450,6193
466,682
466,427
466,120
466,257
466,198
466,2
466,3531
466,2355
466,277
466,4567
466,4894
466,1670
466,624
466,581
466,5448
466,6389
649,1208
649,4963
649,4036
649,1696
649,1323
