tournament_id,match_id,game_id,team1_id,team2_id,pistol1,pistol2,eco1_win,eco1_lose,eco2_win,eco2_lose,semi_eco1_win,semi_eco1_lose,semi_eco2_win,semi_eco2_lose,semi_buy1_win,semi_buy1_lose,semi_buy2_win,semi_buy2_lose,full_buy1_win,full_buy1_lose,full_buy2_win,full_buy2_lose
2276,429387,196092,1184,2059,0,2,0,3,2,1,0,3,0,0,2,0,3,1,2,7,8,2
2276,429395,196118,12694,2593,1,1,1,3,1,2,0,0,0,0,4,5,3,0,1,5,9,4
2276,429396,196120,14419,474,0,2,0,4,2,0,1,1,2,0,1,0,5,2,6,8,4,6
2276,429395,196117,12694,2593,1,1,1,2,1,2,0,1,0,0,2,3,1,1,2,7,11,2
2276,429396,196121,14419,474,1,1,1,2,2,1,0,2,0,0,2,3,3,1,3,6,8,4
2276,429397,196124,1184,2593,2,0,2,2,1,3,1,0,0,1,2,2,1,3,8,2,4,6
2276,429397,196123,1184,2593,2,0,2,1,0,4,0,1,0,2,2,4,0,0,9,4,10,7
2276,429398,196127,397,474,2,0,2,1,0,3,0,2,0,1,1,4,7,3,10,2,2,6
2276,429398,196126,397,474,1,1,2,1,1,2,1,0,1,1,4,1,2,1,4,11,9,7
2276,429389,196097,2059,1001,1,1,1,2,1,2,0,1,1,2,4,1,3,1,8,6,5,8
2276,429400,196129,1184,474,0,2,0,6,2,0,0,1,0,0,1,1,4,2,6,5,7,5
2276,429400,196130,1184,474,1,1,1,3,1,2,1,0,0,1,2,1,1,4,9,7,9,6
2276,429389,196098,2059,1001,2,0,2,0,0,3,0,0,0,2,3,0,1,3,8,1,0,5
2276,429400,196131,1184,474,1,1,1,2,2,1,0,3,0,0,0,3,2,1,3,5,9,2
2276,429398,196128,397,474,2,0,2,0,0,4,1,1,0,1,3,4,3,1,4,8,10,4
2276,429401,196132,1001,474,0,2,0,4,2,0,0,2,0,0,3,2,4,1,1,5,7,3
2276,429401,196133,1001,474,1,1,1,2,2,1,0,3,0,0,1,4,2,0,2,4,9,3
2276,429401,196134,1001,474,0,2,0,4,2,0,0,0,0,2,1,3,4,1,6,6,7,4
2276,429390,196102,2059,474,2,0,2,1,0,3,1,1,0,0,1,2,3,5,9,2,3,5
2276,429390,196101,2059,474,1,1,1,2,1,2,0,0,1,0,2,6,3,1,4,5,8,4
2276,429390,196100,2059,474,0,2,0,4,2,0,1,1,0,2,2,2,4,3,7,6,7,5
2276,429390,196104,2059,474,2,0,2,0,0,4,0,0,0,0,4,1,3,3,7,7,5,6
2276,429390,196103,2059,474,1,1,1,2,1,2,0,0,2,0,2,0,2,4,10,5,2,7
2277,430514,196410,466,14,2,0,2,0,1,2,0,4,0,1,3,3,2,0,6,6,10,8
2277,430514,196411,466,14,1,1,1,2,1,2,1,0,0,3,3,0,3,0,8,6,4,8
2277,430514,196412,466,14,2,0,2,0,0,4,0,2,0,0,2,5,3,1,3,6,10,2
2277,430515,196413,5448,11060,1,1,1,2,1,2,0,1,0,1,2,3,3,3,6,7,9,3
2277,430515,196414,5448,11060,1,1,1,2,1,2,0,2,0,1,2,4,3,1,6,5,9,5
2277,430516,196416,918,6199,0,2,0,3,2,0,1,1,0,0,0,4,4,1,2,5,7,2
2277,430516,196418,918,6199,2,0,2,0,0,4,0,0,1,1,4,0,3,0,7,6,2,8
2277,430516,196417,918,6199,2,0,2,0,0,4,1,2,0,0,5,3,1,3,5,2,6,6
2277,430517,196420,278,878,1,1,1,2,1,2,0,1,0,0,2,7,3,1,0,3,9,0
2277,430517,196419,278,878,1,1,1,2,1,2,0,1,0,1,2,2,3,3,11,7,8,8
2277,430521,196433,8185,11060,2,0,2,0,0,4,0,1,1,1,4,4,0,2,7,4,8,6
2277,430521,196432,8185,11060,1,1,1,2,1,2,0,2,0,0,1,1,4,1,4,8,8,3
2277,430518,196422,624,14,1,1,1,2,1,2,0,1,0,0,3,6,2,0,2,4,10,4
2277,430521,196431,8185,11060,1,1,1,3,1,1,0,0,1,3,2,3,4,1,10,5,5,8
2277,430517,196421,278,878,1,1,1,2,2,1,1,1,0,0,0,6,1,0,1,4,10,2
2277,430518,196423,624,14,2,0,2,0,1,3,1,1,0,1,3,3,1,3,7,4,6,6
2277,430518,196424,624,14,1,1,1,2,1,2,0,0,0,0,5,4,1,4,5,7,11,5
2277,430519,196425,8304,918,2,0,2,0,0,5,0,2,0,0,2,7,1,1,2,4,12,0
2277,430519,196426,8304,918,0,2,0,3,2,1,1,0,0,2,5,2,2,3,7,4,5,7
2277,430519,196427,8304,918,2,0,2,0,0,4,0,1,1,2,3,1,1,0,8,6,6,7
2277,430520,196428,17,878,1,1,1,2,1,2,0,1,0,1,3,4,3,2,2,6,9,1
2277,430520,196429,17,878,1,1,1,2,1,2,0,0,0,0,4,3,4,6,8,3,3,5
2277,430520,196430,17,878,0,2,0,3,2,0,1,0,0,1,3,0,4,3,10,9,6,10
2277,430526,196448,11060,466,2,0,2,0,0,4,0,0,0,2,3,1,0,3,8,2,3,4
2277,430529,196457,624,5448,1,1,2,1,1,2,0,0,1,3,1,0,0,3,10,4,3,5
2277,430526,196449,11060,466,0,2,0,4,2,0,1,1,1,2,1,1,4,0,5,7,6,5
2277,430529,196458,624,5448,1,1,1,1,1,2,1,1,0,2,1,1,3,4,10,5,4,5
2277,430526,196450,11060,466,1,1,1,1,1,2,0,1,1,1,2,1,3,7,10,6,4,3
2277,430527,196451,878,6199,1,1,1,2,1,2,0,0,0,1,4,7,3,1,4,4,9,5
2277,430527,196453,878,6199,2,0,2,0,0,4,0,0,0,1,5,0,0,2,6,4,4,6
2277,430527,196452,878,6199,1,1,1,2,1,2,0,0,0,2,3,0,2,4,9,2,1,5
2277,430528,196454,918,278,1,1,1,2,1,2,0,2,0,0,4,3,3,3,3,6,9,3
2277,430528,196455,918,278,0,2,0,4,2,0,0,0,0,1,2,0,6,5,10,10,6,6
2277,430522,196434,14,8304,1,1,1,2,1,2,0,1,0,0,3,0,2,6,9,2,2,5
2277,430522,196435,14,8304,0,2,0,4,2,0,0,0,0,0,3,4,3,2,1,5,8,2
2277,430522,196436,14,8304,1,1,1,3,1,1,1,0,0,0,0,1,5,5,11,5,3,7
2277,430523,196437,17,8185,2,0,2,0,0,5,0,2,1,0,4,5,1,1,3,6,11,3
2277,430523,196438,17,8185,0,2,0,3,2,1,1,0,0,0,4,3,2,3,8,9,11,9
2277,430531,196464,278,624,2,0,2,0,0,3,0,0,1,1,4,0,0,8,7,1,0,1
2277,430530,196461,11060,878,1,1,1,1,1,2,1,2,1,1,4,1,3,3,16,16,15,16
2277,430532,196466,8304,11060,2,0,2,0,0,3,0,2,1,1,3,3,1,1,4,8,11,4
2277,430531,196463,278,624,2,0,2,0,0,3,1,1,0,1,6,7,2,2,4,2,8,7
2277,430533,196470,17,278,0,2,1,3,2,1,0,0,0,1,1,0,3,8,11,3,1,3
2277,430530,196460,11060,878,1,1,1,2,1,2,0,2,0,0,3,2,4,1,8,8,9,9
2277,430533,196469,17,278,1,1,1,2,1,2,0,0,0,1,4,0,5,3,8,4,0,7
2277,430530,196462,11060,878,1,1,1,2,2,1,1,1,0,2,0,2,3,4,11,3,3,6
2277,430532,196467,8304,11060,2,0,2,1,0,3,1,1,0,0,3,1,2,6,7,7,8,4
2277,430532,196468,8304,11060,2,0,2,0,0,4,1,0,0,1,3,1,3,3,7,4,2,5
2277,430534,196472,8304,17,2,0,2,1,0,4,0,0,0,0,5,6,1,0,0,6,12,3
2277,430524,196441,14,8185,1,1,1,2,1,2,0,0,1,1,5,4,2,2,7,9,11,8
2277,430524,196442,14,8185,0,2,1,4,3,0,1,1,1,2,1,2,2,2,7,6,7,6
2277,430524,196440,14,8185,0,2,0,4,2,0,0,1,1,4,3,1,2,0,10,5,6,9
2277,430534,196473,8304,17,0,2,0,3,2,0,0,2,0,0,2,6,4,0,0,2,7,2
2277,430535,196475,14,17,2,0,2,0,0,4,1,2,0,1,4,2,2,3,6,4,6,5
2277,430535,196477,14,17,1,1,1,2,2,1,0,3,0,0,0,3,1,2,4,5,10,2
2277,430535,196476,14,17,0,2,0,4,2,0,0,0,0,0,4,0,6,5,9,4,0,8
2277,430525,196444,8185,14,0,2,0,4,2,0,0,1,0,0,2,3,3,1,4,5,8,5
2277,430525,196445,8185,14,2,0,2,0,0,4,1,0,0,0,4,4,2,3,6,5,7,6
2277,430535,196479,14,17,1,1,1,2,1,2,0,2,0,1,3,0,1,2,9,6,8,8
2277,430535,196478,14,17,1,1,2,1,2,1,1,1,0,1,1,4,1,6,11,11,14,7
2274,427994,195770,15072,2406,2,0,2,1,1,3,0,1,0,1,2,4,2,0,3,7,10,3
2274,427992,195764,7386,120,1,1,1,2,1,2,0,1,0,0,3,6,2,0,0,4,10,2
2277,430525,196443,8185,14,2,0,2,0,0,4,0,0,0,1,3,1,2,3,8,2,1,5
2277,430525,196446,8185,14,1,1,2,1,2,1,0,1,0,2,2,2,2,2,8,10,10,7
2277,430525,196447,8185,14,0,2,1,3,2,0,0,0,1,3,2,1,3,2,10,7,5,8
2274,427994,195771,15072,2406,0,2,0,4,2,0,0,3,0,0,1,1,4,2,4,5,7,3
2274,427991,195761,5248,6961,0,2,0,4,2,0,1,0,0,1,0,1,3,7,11,9,9,4
2274,427991,195762,5248,6961,2,0,2,0,0,4,0,3,0,0,2,3,3,1,6,7,10,5
2274,427992,195765,7386,120,0,2,0,4,2,0,0,2,0,0,0,3,2,5,9,4,9,4
2274,427993,195767,1034,188,1,1,1,2,1,2,0,2,0,1,3,3,3,3,8,7,10,6
2274,427993,195768,1034,188,1,1,1,2,1,2,0,2,0,0,2,2,2,4,7,7,10,4
2274,427995,195773,2355,6961,1,1,1,2,1,2,0,2,1,0,3,3,1,1,3,6,10,4
2274,427995,195774,2355,6961,0,2,0,4,2,0,0,0,1,2,0,1,5,4,10,8,5,4
2274,427997,195779,11058,188,2,0,2,0,0,4,0,0,0,2,4,1,1,2,7,5,5,5
2274,427998,195782,2359,2406,1,1,1,2,1,2,0,1,0,2,2,1,3,2,10,4,4,7
2274,427998,195783,2359,2406,2,0,2,0,0,3,0,0,1,1,4,1,1,3,7,5,4,6
2274,427996,195776,2,120,1,1,1,2,1,2,0,0,0,1,1,6,4,0,2,5,8,1
2274,427996,195777,2,120,1,1,1,2,1,2,1,0,0,1,1,4,2,3,10,3,6,7
2274,427996,195778,2,120,1,1,1,1,1,2,1,1,0,2,5,2,1,2,6,5,7,7
2274,427997,195780,11058,188,1,1,1,2,1,2,0,0,0,0,3,3,1,6,9,3,6,5
2274,428003,195800,2406,5248,1,1,1,2,1,2,0,1,1,0,2,5,2,1,4,5,9,4
2274,428003,195799,2406,5248,0,2,1,3,2,0,0,0,0,2,3,2,2,2,3,8,9,3
2274,428004,195803,188,7386,1,1,1,2,1,2,0,1,0,1,3,2,3,1,6,8,9,6
2274,428006,195808,2355,15072,2,0,2,0,0,3,1,0,0,1,2,1,1,6,8,2,2,3
2274,428004,195804,188,7386,1,1,1,2,1,2,0,1,1,0,3,5,3,1,3,5,8,4
2274,428006,195809,2355,15072,2,0,2,0,0,3,0,0,0,2,4,0,1,3,7,2,1,5
2274,428004,195802,188,7386,2,0,2,0,0,4,0,0,0,1,4,2,1,3,7,5,6,5
2274,427999,195787,6961,2,1,1,1,2,1,2,0,2,0,2,3,1,2,1,5,8,10,4
2274,428005,195807,120,1034,0,2,0,4,2,0,0,0,0,0,1,2,5,0,8,7,6,9
2274,428005,195806,120,1034,0,2,0,4,2,0,0,2,3,1,2,1,3,3,7,6,5,5
2274,427999,195786,6961,2,1,1,1,3,1,2,0,0,0,2,2,2,3,1,8,8,9,6
2274,427999,195785,6961,2,1,1,1,2,1,2,1,1,0,0,2,1,3,4,9,7,7,7
2274,428007,195812,5248,7386,1,1,1,1,2,1,0,2,0,0,2,4,3,0,0,6,8,2
2274,428007,195811,5248,7386,1,1,2,1,1,2,0,2,1,1,3,5,0,3,5,5,11,4
2274,428005,195805,120,1034,2,0,2,0,0,4,0,0,0,1,4,3,2,0,8,9,10,9
2274,428000,195789,11058,2359,1,1,1,2,1,2,1,1,2,1,5,1,1,4,6,5,5,6
2274,428000,195788,11058,2359,1,1,1,2,1,3,0,0,0,2,3,1,1,5,9,2,3,3
2274,428008,195815,1034,2355,1,1,1,2,1,2,0,1,0,1,5,1,3,2,7,6,6,8
2274,428008,195816,1034,2355,1,1,1,2,2,1,0,1,0,0,4,4,2,1,2,6,9,5
2274,428009,195818,2359,7386,1,1,1,2,1,2,0,1,0,0,4,2,5,1,4,8,7,6
2274,428008,195814,1034,2355,0,2,0,4,2,0,0,1,0,2,1,3,4,2,7,5,7,4
2274,428009,195817,2359,7386,1,1,1,2,1,2,0,1,0,0,3,1,2,5,9,3,4,6
2274,428009,195819,2359,7386,1,1,1,2,1,2,0,0,1,1,3,5,2,1,8,7,10,8
2274,428010,195820,6961,2355,1,1,1,3,2,1,0,1,1,0,1,3,1,0,3,6,9,4
2274,428010,195821,6961,2355,1,1,1,2,1,2,0,1,0,1,3,3,2,3,7,7,10,5
2274,428011,195824,7386,2355,1,1,1,2,1,2,0,1,0,2,1,1,3,3,11,4,4,6
2274,428011,195825,7386,2355,2,0,2,0,0,4,1,1,0,2,4,3,0,2,6,7,11,5
2274,428001,195791,2,11058,1,1,1,2,1,2,0,1,0,1,4,3,3,0,2,7,9,4
2274,428011,195823,7386,2355,1,1,1,2,1,2,0,1,0,1,4,4,3,0,3,6,9,5
2274,428001,195792,2,11058,1,1,2,2,1,2,0,1,0,1,1,5,3,2,4,5,9,2
2274,428012,195826,2,7386,1,1,2,1,1,2,0,1,1,1,3,2,1,3,8,3,4,7
2274,428012,195828,2,7386,1,1,1,2,1,2,0,2,0,1,5,4,3,3,13,13,17,13
2274,428012,195829,2,7386,2,0,3,0,0,3,0,0,1,2,3,2,2,2,7,5,4,6
2274,428012,195827,2,7386,0,2,1,3,2,1,0,0,0,1,0,0,2,6,12,2,1,5
2274,428002,195795,11058,2,2,0,2,0,0,4,0,2,1,1,4,1,1,2,7,5,6,6
2274,428002,195794,11058,2,0,2,0,4,2,0,0,2,1,0,2,2,2,2,2,5,8,2
2274,428002,195798,11058,2,2,0,2,0,0,4,0,1,0,1,4,3,3,2,7,6,7,6
2274,428002,195796,11058,2,1,1,1,3,1,2,1,1,0,1,2,1,2,1,5,8,10,5
2274,428002,195797,11058,2,2,0,2,0,0,4,0,0,0,2,3,1,2,5,8,4,3,2
2097,378663,180372,11328,1001,0,2,0,4,2,0,1,2,0,2,2,2,4,3,9,6,8,7
2097,378663,180373,11328,1001,2,0,2,0,0,4,0,1,0,0,2,3,1,1,9,5,8,8
2097,378663,180374,11328,1001,1,1,1,3,2,1,0,1,1,1,4,1,3,3,8,10,9,8
2097,378657,180357,8185,2355,0,2,0,3,2,0,0,3,0,0,0,2,3,1,2,5,8,1
2097,378662,180370,17,2,1,1,1,2,1,2,0,0,0,2,3,0,1,4,9,5,5,5
2097,378657,180358,8185,2355,2,0,2,1,2,2,0,1,0,0,1,2,2,5,10,2,2,6
2097,378662,180369,17,2,2,0,2,0,0,4,0,1,0,1,4,2,2,3,7,5,6,5
2097,378657,180359,8185,2355,2,0,2,0,0,4,0,0,0,1,4,2,2,2,7,4,4,6
2097,378656,180354,2593,12010,1,1,1,3,2,1,0,0,0,1,2,1,3,3,10,5,4,8
2097,378656,180355,2593,12010,2,0,2,0,0,4,0,0,0,0,2,1,2,4,9,3,2,5
2097,378667,180384,2359,8304,1,1,1,2,1,2,0,2,0,0,3,2,2,4,9,5,8,7
2097,378673,180400,1120,1184,1,1,1,2,1,2,0,1,0,1,1,3,2,1,11,4,7,9
2097,378667,180385,2359,8304,2,0,2,0,1,3,0,3,0,0,1,2,0,1,10,3,7,9
2097,378669,180389,2059,12685,2,0,2,0,1,3,0,1,0,1,3,6,1,0,2,6,11,3
2097,378673,180399,1120,1184,2,0,2,0,0,4,0,1,0,2,2,3,0,0,9,5,9,7
2097,378674,180402,11058,624,1,1,1,2,1,2,2,0,0,0,1,2,1,4,9,4,6,7
2097,378674,180403,11058,624,2,0,2,0,1,2,1,1,0,1,2,2,2,4,8,6,6,6
2097,378669,180388,2059,12685,1,1,1,2,1,2,0,0,0,1,4,2,4,4,8,3,2,6
2097,378669,180387,2059,12685,0,2,0,3,2,0,1,3,0,1,4,1,3,2,8,8,10,10
2097,378664,180375,17,1001,2,0,2,0,0,4,0,1,0,1,6,3,4,0,5,7,7,8
2097,378664,180376,17,1001,0,2,1,3,2,0,0,2,0,3,2,4,4,5,8,4,7,3
2097,378658,180360,2593,8185,2,0,2,0,1,4,0,0,1,1,5,9,0,0,4,4,11,6
2097,378658,180361,2593,8185,1,1,1,3,1,1,0,0,0,1,2,5,1,2,3,5,11,2
2097,378675,180405,1120,11058,2,0,2,0,0,4,1,1,0,1,4,2,1,1,6,5,7,7
2097,378664,180377,17,1001,1,1,1,2,1,2,0,0,1,0,5,6,3,1,4,5,8,7
2097,378670,180390,2359,12685,0,2,0,4,2,0,0,0,0,1,0,1,6,3,10,8,5,6
2097,378675,180406,1120,11058,1,1,1,2,1,3,1,0,0,0,4,3,4,4,5,8,8,4
2097,378670,180391,2359,12685,0,2,0,4,2,0,0,0,0,1,0,1,3,7,13,4,4,5
2097,378675,180407,1120,11058,1,1,1,3,1,2,0,1,1,2,5,3,1,1,5,6,10,6
2097,378670,180392,2359,12685,2,0,2,0,1,3,0,2,0,0,1,7,0,0,2,4,12,2
2097,378665,180378,2,11328,1,1,1,2,1,2,0,0,0,1,3,2,2,4,9,4,5,6
2097,378659,180363,12010,2355,1,1,1,2,1,2,1,2,0,0,5,1,4,0,2,8,8,7
2097,378659,180364,12010,2355,0,2,0,4,2,0,0,1,0,0,3,4,5,0,1,4,6,4
2097,378671,180393,8304,2059,0,2,0,3,2,0,0,1,0,2,4,3,3,1,2,6,8,3
2097,378671,180394,8304,2059,1,1,1,3,2,1,0,2,1,0,3,6,2,4,4,2,8,3
2097,378660,180367,2593,2355,2,0,2,0,0,4,0,0,0,1,4,2,1,0,7,7,8,8
2097,378676,180408,1184,624,1,1,1,2,1,2,1,0,0,0,2,3,3,4,7,8,9,5
2097,378676,180409,1184,624,0,2,0,4,2,0,0,2,0,1,1,2,3,2,5,5,8,3
2097,378665,180379,2,11328,1,1,1,2,1,2,0,0,0,1,3,2,1,4,9,1,3,6
2097,378666,180381,17,2,0,2,0,3,2,0,1,1,0,2,2,4,7,1,6,5,4,6
2097,378660,180366,2593,2355,0,2,0,4,2,0,0,1,0,2,2,2,6,1,9,6,5,8
2097,378672,180396,2359,2059,1,1,1,2,1,2,0,3,2,0,3,1,5,1,10,6,4,11
2097,378672,180397,2359,2059,1,1,1,2,1,2,0,0,0,1,4,0,2,8,8,2,1,2
2097,378677,180411,1120,624,0,2,0,4,2,0,1,0,0,0,0,4,5,0,2,5,6,3
2097,378660,180368,2593,2355,2,0,2,0,0,4,0,0,1,1,4,1,1,4,7,4,3,4
2097,378677,180413,1120,624,2,0,2,0,0,4,0,0,0,1,2,1,0,3,9,3,4,5
2097,378677,180412,1120,624,1,1,1,2,1,2,0,0,0,2,3,0,3,3,9,6,4,6
2097,378666,180382,17,2,0,2,0,4,2,0,0,0,1,0,0,4,4,1,6,5,6,5
2097,378823,180418,12685,1120,1,1,1,2,1,2,0,2,1,2,2,1,1,2,7,8,10,4
2097,378823,180417,12685,1120,1,1,1,2,1,2,0,1,0,1,2,2,1,1,4,8,11,3
2097,378822,180414,8185,2,1,1,1,2,1,2,0,2,0,1,2,3,2,4,10,8,12,6
2097,378824,180420,11058,2359,1,1,1,2,1,2,2,1,0,0,3,4,3,3,8,9,12,9
2097,378825,180423,1001,2593,2,0,2,0,0,4,0,0,0,0,4,0,1,2,7,3,2,7
2097,378824,180421,11058,2359,0,2,0,4,2,0,0,1,1,0,1,5,3,0,4,3,7,5
2097,378822,180415,8185,2,1,1,1,1,1,2,0,4,1,0,2,2,2,2,5,6,9,4
2097,378831,180440,8185,12685,2,0,2,0,0,5,1,0,0,1,2,2,3,3,8,1,0,4
2097,378831,180441,8185,12685,2,0,2,0,0,4,0,1,0,0,4,1,3,2,7,3,2,7
2097,378825,180424,1001,2593,1,1,1,2,1,2,0,1,1,1,4,2,3,2,9,7,7,9
2097,378832,180443,11058,2593,0,2,0,4,2,0,0,1,0,0,2,4,4,0,1,4,7,3
2097,378832,180444,11058,2593,2,0,2,1,1,3,0,2,0,0,2,3,2,4,7,7,10,4
2097,378826,180427,2,1120,1,1,1,2,1,2,0,1,0,0,4,4,5,2,4,6,7,5
2097,378827,180429,2359,1001,1,1,1,2,1,2,0,2,1,2,4,3,1,2,10,6,10,9
2097,378833,180447,1001,8185,2,0,2,0,0,5,0,1,1,1,3,0,1,1,8,4,3,6
2097,378826,180428,2,1120,0,2,0,3,2,0,1,1,1,1,2,4,4,1,3,5,6,4
2097,378827,180430,2359,1001,1,1,1,2,1,2,1,1,0,1,3,2,3,3,8,5,6,7
2097,378826,180426,2,1120,0,2,1,3,2,1,0,1,0,1,0,1,2,6,12,4,5,5
2097,378833,180448,1001,8185,1,1,1,2,1,2,0,1,1,2,3,3,1,2,9,4,7,7
2097,378833,180446,1001,8185,0,2,0,4,2,0,0,1,0,2,5,2,3,1,0,6,8,2
2097,378834,180450,2,2593,0,2,0,4,2,0,0,1,0,1,2,2,4,4,7,6,7,4
2097,378834,180451,2,2593,1,1,1,2,1,2,0,0,0,2,3,0,4,4,9,4,1,5
2097,378834,180449,2,2593,1,1,1,2,1,2,0,1,1,0,4,4,5,6,8,4,4,5
2097,378828,180432,1120,2359,1,1,1,2,1,2,0,0,0,1,3,4,4,3,10,10,11,8
2097,378828,180433,1120,2359,2,0,2,0,0,4,0,0,0,1,3,1,1,5,8,3,3,3
2097,378836,180455,2359,1001,1,1,1,2,1,2,0,0,1,0,5,4,2,1,1,7,9,4
2097,378828,182971,1120,2359,0,2,0,4,2,0,1,1,0,1,1,2,6,5,11,4,3,7
2097,378835,180453,1001,2,2,0,2,0,0,4,0,1,1,0,3,2,2,2,8,6,6,7
2097,378836,180456,2359,1001,1,1,1,3,1,2,1,0,0,1,4,3,3,3,7,9,11,7
2097,378835,180452,1001,2,0,2,0,4,2,0,0,2,0,0,1,1,6,3,7,6,5,5
2097,378835,180454,1001,2,1,1,1,2,1,2,0,0,1,0,2,0,3,8,10,5,2,3
2097,378836,180457,2359,1001,2,0,2,0,0,4,0,0,1,2,5,5,0,3,6,4,8,4
2095,353177,173415,7386,2359,2,0,2,0,0,5,1,0,1,0,2,4,0,1,4,9,12,3
2097,378836,180458,2359,1001,1,1,1,2,1,2,0,1,0,0,1,5,1,0,1,5,11,1
2095,353177,173416,7386,2359,1,1,1,3,2,1,0,1,0,1,3,4,2,1,3,5,9,4
2095,353179,173421,2406,120,0,2,0,4,2,0,0,1,0,2,2,1,5,3,12,6,5,9
2095,353178,173418,2,1034,0,2,0,4,2,0,1,0,0,2,3,2,2,5,9,2,4,6
2095,353180,173424,6961,5248,2,0,2,0,0,3,0,0,0,4,5,2,1,3,6,5,6,3
2095,353179,173422,2406,120,1,1,1,2,1,2,0,1,0,2,3,1,2,1,12,10,11,11
2095,353178,173419,2,1034,2,0,2,0,0,3,0,0,0,2,5,7,3,3,7,5,9,6
2095,353180,173425,6961,5248,0,2,0,4,2,0,0,0,0,0,2,3,3,3,4,6,8,3
2097,378829,180435,1120,1001,1,1,1,2,1,2,0,0,0,1,1,3,1,1,4,8,11,2
2097,378829,180436,1120,1001,2,0,2,0,0,3,1,1,0,2,2,1,3,2,8,2,1,6
2095,353180,173426,6961,5248,1,1,1,2,1,2,0,0,1,1,3,2,1,4,7,9,10,4
2095,353181,173427,11058,188,2,0,2,0,0,4,0,1,0,0,4,3,2,3,7,7,9,6
2097,378829,180439,1120,1001,2,0,2,0,0,4,0,0,1,2,5,3,3,2,6,6,5,5
2097,378829,180437,1120,1001,1,1,2,2,2,1,0,0,0,2,2,2,4,3,9,5,3,7
2095,353181,173428,11058,188,1,1,1,2,1,2,0,2,0,0,3,4,5,0,1,5,7,3
2095,353181,173429,11058,188,2,0,2,0,0,4,0,2,0,1,5,1,1,3,6,5,7,5
2095,353182,173430,5248,2406,1,1,2,1,1,2,0,1,0,2,1,1,3,7,10,2,1,2
2097,378829,180438,1120,1001,0,2,0,4,2,0,0,1,1,0,4,1,4,3,7,7,6,8
2095,353183,173433,2,2355,1,1,1,2,1,1,0,0,0,2,5,5,2,3,7,4,8,7
2095,353183,173434,2,2355,0,2,0,4,2,0,0,1,0,0,4,1,3,4,9,4,5,9
2095,353184,173436,6961,7386,2,0,2,0,0,4,0,0,0,1,5,2,1,4,6,5,6,4
2095,353182,173431,5248,2406,1,1,2,1,1,2,0,0,0,1,3,0,3,5,8,3,0,5
2095,353184,173437,6961,7386,2,0,2,0,1,4,0,2,0,0,4,4,3,1,5,7,9,6
2095,353184,173438,6961,7386,2,0,2,0,1,3,0,2,0,0,3,2,2,2,8,5,6,8
2095,353185,173439,2359,120,1,1,1,2,2,1,1,0,1,1,3,3,2,1,8,5,5,10
2095,353185,173440,2359,120,2,0,2,1,0,3,0,0,0,1,2,1,3,4,9,2,1,5
2095,353186,173442,1034,11058,1,1,1,2,1,2,0,2,1,0,1,5,2,0,5,4,9,5
2095,353187,173446,2,188,0,2,0,4,2,0,0,0,0,2,2,0,5,5,11,4,1,6
2095,353186,173443,1034,11058,1,1,1,2,1,2,0,1,1,0,4,2,3,1,3,8,8,5
2095,353188,173448,5248,2359,0,2,0,4,2,0,0,2,0,0,1,3,4,2,4,4,7,3
2095,353188,173449,5248,2359,0,2,0,4,2,0,1,1,0,1,2,2,3,3,7,6,8,6
2095,353187,173445,2,188,1,1,2,1,1,3,0,0,0,0,3,0,0,4,8,4,4,6
2095,353190,173455,7386,120,1,1,1,2,1,2,0,1,0,0,2,5,2,1,3,5,10,3
2095,353190,173454,7386,120,1,1,1,2,1,2,0,1,0,0,4,4,3,0,0,6,9,3
2095,353191,173457,1034,2355,1,1,1,2,1,2,0,2,1,0,2,3,3,2,5,6,8,4
2095,353191,173458,1034,2355,1,1,2,1,1,2,0,1,0,1,3,1,3,3,8,5,4,7
2095,353189,173452,6961,2406,1,1,1,2,1,2,3,0,0,2,2,3,4,1,4,8,8,5
2095,353191,173459,1034,2355,2,0,2,0,0,4,1,1,0,1,4,1,1,2,6,5,6,6
2095,353189,173451,6961,2406,2,0,2,0,1,3,0,3,0,1,1,4,0,3,10,4,10,6
2095,353189,173453,6961,2406,1,1,2,1,1,2,0,0,2,1,2,4,0,2,5,8,10,4
2095,353192,173460,11058,2355,1,1,1,3,1,1,0,2,1,0,2,5,1,1,1,3,10,2
2095,353192,173461,11058,2355,1,1,1,2,1,2,1,3,1,0,3,1,4,2,11,8,8,12
2095,353192,173462,11058,2355,1,1,1,2,1,2,0,0,0,1,3,1,1,4,9,2,3,6
2095,353193,173463,6961,2359,0,2,0,4,2,0,1,1,0,1,1,5,3,2,9,3,8,8
2095,353194,173466,7386,2406,1,1,1,3,1,2,1,1,0,0,1,3,5,3,7,6,7,5
2095,353193,173464,6961,2359,0,2,0,4,2,0,0,2,0,1,0,4,3,1,6,3,8,4
2095,353194,173467,7386,2406,1,1,1,2,1,2,0,1,0,1,2,5,2,2,4,5,10,2
2095,353195,173469,1034,188,2,0,2,0,0,4,0,0,0,1,4,0,1,1,7,3,2,7
2095,353196,173472,5248,120,1,1,1,3,1,3,0,1,0,1,2,3,2,1,7,6,10,5
2095,353195,173471,1034,188,1,1,1,2,1,2,0,0,0,0,2,1,4,6,9,11,9,4
2095,353195,173470,1034,188,0,2,0,4,2,0,0,2,0,0,1,0,4,6,9,7,7,4
