tournament_id,match_id,game_id,map,pick,team1_id,team2_id,score1_ct,score1_t,score2_ct,score2_t,score1,score2,winner_id,loser_id,duration,game_url
2094,353166,173385,Bind,1001,1001,14419,6,7,3,6,13,9,1001,14419,1:05:37,https://www.vlr.gg/353166/team-heretics-vs-giantx-champions-tour-2024-emea-stage-2-w3/?game=173385
2094,353167,173389,Split,12694,1184,12694,10,3,2,2,13,4,1184,12694,37:22,https://www.vlr.gg/353167/fut-esports-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3/?game=173389
2094,353168,173391,Split,4915,7035,4915,4,9,3,7,13,10,7035,4915,1:11:35,https://www.vlr.gg/353168/koi-vs-natus-vincere-champions-tour-2024-emea-stage-2-w3/?game=173391
2094,353167,173388,Sunset,1184,1184,12694,5,8,4,4,13,8,1184,12694,54:31,https://www.vlr.gg/353167/fut-esports-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3/?game=173388
2094,353166,173387,Haven,,1001,14419,4,9,1,8,13,9,1001,14419,51:28,https://www.vlr.gg/353166/team-heretics-vs-giantx-champions-tour-2024-emea-stage-2-w3/?game=173387
2094,353168,173392,Icebox,7035,7035,4915,6,7,5,1,13,6,7035,4915,37:10,https://www.vlr.gg/353168/koi-vs-natus-vincere-champions-tour-2024-emea-stage-2-w3/?game=173392
2094,353169,173394,Bind,8877,474,8877,7,6,6,5,13,11,474,8877,1:04:44,https://www.vlr.gg/353169/team-liquid-vs-karmine-corp-champions-tour-2024-emea-stage-2-w3/?game=173394
2094,353169,173395,Sunset,474,474,8877,3,10,2,0,13,2,474,8877,31:02,https://www.vlr.gg/353169/team-liquid-vs-karmine-corp-champions-tour-2024-emea-stage-2-w3/?game=173395
2094,353170,173397,Ascent,397,397,2059,2,5,7,6,7,13,2059,397,1:05:23,https://www.vlr.gg/353170/bbl-esports-vs-team-vitality-champions-tour-2024-emea-stage-2-w3/?game=173397
2094,353171,173400,Sunset,1001,1001,12694,5,8,4,3,13,7,1001,12694,52:52,https://www.vlr.gg/353171/team-heretics-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3/?game=173400
2094,353172,173404,Lotus,1184,1184,14419,6,7,5,1,13,6,1184,14419,43:18,https://www.vlr.gg/353172/fut-esports-vs-giantx-champions-tour-2024-emea-stage-2-w4/?game=173404
2094,353172,173403,Split,14419,1184,14419,11,2,3,1,13,4,1184,14419,52:35,https://www.vlr.gg/353172/fut-esports-vs-giantx-champions-tour-2024-emea-stage-2-w4/?game=173403
2094,353170,173399,Lotus,,397,2059,9,2,10,3,11,13,2059,397,46:20,https://www.vlr.gg/353170/bbl-esports-vs-team-vitality-champions-tour-2024-emea-stage-2-w3/?game=173399
2094,353170,173398,Sunset,2059,397,2059,10,3,4,2,13,6,397,2059,41:22,https://www.vlr.gg/353170/bbl-esports-vs-team-vitality-champions-tour-2024-emea-stage-2-w3/?game=173398
2094,353171,173401,Icebox,12694,1001,12694,8,2,9,4,10,13,12694,1001,53:26,https://www.vlr.gg/353171/team-heretics-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3/?game=173401
2094,353171,173402,Lotus,,1001,12694,9,4,2,3,13,5,1001,12694,40:49,https://www.vlr.gg/353171/team-heretics-vs-gentle-mates-champions-tour-2024-emea-stage-2-w3/?game=173402
2094,353173,173406,Icebox,7035,1001,7035,5,6,6,7,11,13,7035,1001,1:12:55,https://www.vlr.gg/353173/team-heretics-vs-koi-champions-tour-2024-emea-stage-2-w4/?game=173406
2094,353173,173407,Bind,1001,1001,7035,6,7,3,6,13,9,1001,7035,47:23,https://www.vlr.gg/353173/team-heretics-vs-koi-champions-tour-2024-emea-stage-2-w4/?game=173407
2094,353174,173409,Icebox,474,2593,474,10,3,0,2,13,2,2593,474,40:09,https://www.vlr.gg/353174/fnatic-vs-team-liquid-champions-tour-2024-emea-stage-2-w4/?game=173409
2094,353174,173410,Haven,2593,2593,474,7,6,4,5,13,9,2593,474,47:48,https://www.vlr.gg/353174/fnatic-vs-team-liquid-champions-tour-2024-emea-stage-2-w4/?game=173410
2094,353203,173493,Icebox,2059,2059,8877,9,4,1,3,13,4,2059,8877,41:24,https://www.vlr.gg/353203/team-vitality-vs-karmine-corp-champions-tour-2024-emea-stage-2-w4/?game=173493
2094,353175,173412,Sunset,12694,4915,12694,5,8,0,7,13,7,4915,12694,51:48,https://www.vlr.gg/353175/natus-vincere-vs-gentle-mates-champions-tour-2024-emea-stage-2-w4/?game=173412
2094,353175,173413,Ascent,4915,4915,12694,2,6,6,7,8,13,12694,4915,47:15,https://www.vlr.gg/353175/natus-vincere-vs-gentle-mates-champions-tour-2024-emea-stage-2-w4/?game=173413
2094,353173,173408,Haven,,1001,7035,5,8,3,7,13,10,1001,7035,51:28,https://www.vlr.gg/353173/team-heretics-vs-koi-champions-tour-2024-emea-stage-2-w4/?game=173408
2094,353175,173414,Split,,4915,12694,7,6,6,5,13,11,4915,12694,52:17,https://www.vlr.gg/353175/natus-vincere-vs-gentle-mates-champions-tour-2024-emea-stage-2-w4/?game=173414
2094,353203,173494,Lotus,8877,2059,8877,3,6,6,7,9,13,8877,2059,46:47,https://www.vlr.gg/353203/team-vitality-vs-karmine-corp-champions-tour-2024-emea-stage-2-w4/?game=173494
2094,353203,173495,Sunset,,2059,8877,7,5,7,5,14,12,2059,8877,56:51,https://www.vlr.gg/353203/team-vitality-vs-karmine-corp-champions-tour-2024-emea-stage-2-w4/?game=173495
2094,371278,178847,Haven,4915,2059,4915,2,6,6,7,8,13,4915,2059,59:29,https://www.vlr.gg/371278/team-vitality-vs-natus-vincere-champions-tour-2024-emea-stage-2-ko/?game=178847
2094,371278,178849,Ascent,,2059,4915,8,5,7,0,13,7,2059,4915,44:53,https://www.vlr.gg/371278/team-vitality-vs-natus-vincere-champions-tour-2024-emea-stage-2-ko/?game=178849
2094,371278,178848,Sunset,2059,2059,4915,3,10,2,3,13,5,2059,4915,37:35,https://www.vlr.gg/371278/team-vitality-vs-natus-vincere-champions-tour-2024-emea-stage-2-ko/?game=178848
2094,371279,178851,Sunset,8877,2593,8877,6,6,6,6,15,13,2593,8877,1:03:50,https://www.vlr.gg/371279/fnatic-vs-karmine-corp-champions-tour-2024-emea-stage-2-ko/?game=178851
2094,371279,178850,Icebox,2593,2593,8877,2,5,7,6,7,13,8877,2593,55:37,https://www.vlr.gg/371279/fnatic-vs-karmine-corp-champions-tour-2024-emea-stage-2-ko/?game=178850
2094,371280,178853,Icebox,2059,1001,2059,9,3,9,3,14,12,1001,2059,1:16:39,https://www.vlr.gg/371280/team-heretics-vs-team-vitality-champions-tour-2024-emea-stage-2-ubsf/?game=178853
2094,371279,178852,Lotus,,2593,8877,5,8,4,2,13,6,2593,8877,40:16,https://www.vlr.gg/371279/fnatic-vs-karmine-corp-champions-tour-2024-emea-stage-2-ko/?game=178852
2094,371280,178854,Sunset,1001,1001,2059,5,5,7,6,10,13,2059,1001,52:14,https://www.vlr.gg/371280/team-heretics-vs-team-vitality-champions-tour-2024-emea-stage-2-ubsf/?game=178854
2094,371281,178856,Sunset,1184,1184,2593,5,7,5,7,13,15,2593,1184,1:11:28,https://www.vlr.gg/371281/fut-esports-vs-fnatic-champions-tour-2024-emea-stage-2-ubsf/?game=178856
2094,371280,178855,Bind,,1001,2059,5,7,5,7,12,14,2059,1001,58:07,https://www.vlr.gg/371280/team-heretics-vs-team-vitality-champions-tour-2024-emea-stage-2-ubsf/?game=178855
2094,371281,178857,Haven,2593,1184,2593,4,1,5,8,5,13,2593,1184,38:10,https://www.vlr.gg/371281/fut-esports-vs-fnatic-champions-tour-2024-emea-stage-2-ubsf/?game=178857
2094,371282,178859,Lotus,2593,2059,2593,4,7,5,8,11,13,2593,2059,1:14:55,https://www.vlr.gg/371282/team-vitality-vs-fnatic-champions-tour-2024-emea-stage-2-ubf/?game=178859
2094,371284,178867,Abyss,1184,1001,1184,7,6,6,4,13,10,1001,1184,1:00:49,https://www.vlr.gg/371284/team-heretics-vs-fut-esports-champions-tour-2024-emea-stage-2-lr1/?game=178867
2094,371282,178860,Sunset,2059,2059,2593,3,3,9,4,6,13,2593,2059,42:04,https://www.vlr.gg/371282/team-vitality-vs-fnatic-champions-tour-2024-emea-stage-2-ubf/?game=178860
2094,371284,178868,Sunset,1001,1001,1184,5,8,4,7,13,11,1001,1184,56:36,https://www.vlr.gg/371284/team-heretics-vs-fut-esports-champions-tour-2024-emea-stage-2-lr1/?game=178868
2094,371285,178871,Sunset,1001,2059,1001,8,5,0,4,13,4,2059,1001,36:49,https://www.vlr.gg/371285/team-vitality-vs-team-heretics-champions-tour-2024-emea-stage-2-lbf/?game=178871
2094,371285,178872,Lotus,2059,2059,1001,9,4,0,3,13,3,2059,1001,32:09,https://www.vlr.gg/371285/team-vitality-vs-team-heretics-champions-tour-2024-emea-stage-2-lbf/?game=178872
2094,371285,178873,Haven,1001,2059,1001,5,8,4,5,13,9,2059,1001,45:29,https://www.vlr.gg/371285/team-vitality-vs-team-heretics-champions-tour-2024-emea-stage-2-lbf/?game=178873
2094,371285,178870,Icebox,2059,2059,1001,3,3,9,4,6,13,1001,2059,58:55,https://www.vlr.gg/371285/team-vitality-vs-team-heretics-champions-tour-2024-emea-stage-2-lbf/?game=178870
2094,371283,178864,Lotus,2593,2593,2059,8,5,5,4,13,9,2593,2059,47:54,https://www.vlr.gg/371283/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-gf/?game=178864
2094,371283,178863,Ascent,2059,2593,2059,4,5,5,8,9,13,2059,2593,48:24,https://www.vlr.gg/371283/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-gf/?game=178863
1999,348061,170633,Sunset,1184,11328,1184,4,9,3,4,13,7,11328,1184,-,https://www.vlr.gg/348061/funplus-phoenix-vs-fut-esports-champions-tour-2024-masters-shanghai-r1/?game=170633
2094,371283,178865,Bind,2059,2593,2059,10,3,1,2,13,3,2593,2059,33:47,https://www.vlr.gg/371283/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-gf/?game=178865
2094,371283,178862,Haven,2593,2593,2059,9,4,5,3,13,8,2593,2059,1:03:45,https://www.vlr.gg/371283/fnatic-vs-team-vitality-champions-tour-2024-emea-stage-2-gf/?game=178862
1999,348063,170637,Icebox,11058,11058,14,1,0,2,11,1,13,14,11058,-,https://www.vlr.gg/348063/g2-esports-vs-t1-champions-tour-2024-masters-shanghai-r1/?game=170637
1999,348063,170638,Lotus,,11058,14,9,3,9,3,14,12,11058,14,-,https://www.vlr.gg/348063/g2-esports-vs-t1-champions-tour-2024-masters-shanghai-r1/?game=170638
1999,348063,170636,Breeze,14,11058,14,7,6,3,5,13,8,11058,14,-,https://www.vlr.gg/348063/g2-esports-vs-t1-champions-tour-2024-masters-shanghai-r1/?game=170636
1999,348061,170634,Lotus,11328,11328,1184,4,8,4,8,12,14,1184,11328,-,https://www.vlr.gg/348061/funplus-phoenix-vs-fut-esports-champions-tour-2024-masters-shanghai-r1/?game=170634
1999,348061,170635,Icebox,,11328,1184,4,9,2,8,13,10,11328,1184,-,https://www.vlr.gg/348061/funplus-phoenix-vs-fut-esports-champions-tour-2024-masters-shanghai-r1/?game=170635
1999,348059,170631,Sunset,1001,1001,11981,6,7,5,0,13,5,1001,11981,-,https://www.vlr.gg/348059/team-heretics-vs-dragon-ranger-gaming-champions-tour-2024-masters-shanghai-r1/?game=170631
1999,348064,170639,Icebox,2359,17,2359,5,2,6,7,7,13,2359,17,-,https://www.vlr.gg/348064/gen-g-vs-leviat-n-champions-tour-2024-masters-shanghai-r1/?game=170639
1999,348059,170630,Icebox,11981,1001,11981,8,5,1,4,13,5,1001,11981,-,https://www.vlr.gg/348059/team-heretics-vs-dragon-ranger-gaming-champions-tour-2024-masters-shanghai-r1/?game=170630
1999,348064,170640,Lotus,17,17,2359,7,6,0,5,13,5,17,2359,-,https://www.vlr.gg/348064/gen-g-vs-leviat-n-champions-tour-2024-masters-shanghai-r1/?game=170640
1999,348458,170768,Lotus,17,11328,17,2,10,2,10,16,14,11328,17,-,https://www.vlr.gg/348458/funplus-phoenix-vs-gen-g-champions-tour-2024-masters-shanghai-r2/?game=170768
1999,348064,170641,Breeze,,17,2359,5,8,4,3,13,7,17,2359,-,https://www.vlr.gg/348064/gen-g-vs-leviat-n-champions-tour-2024-masters-shanghai-r1/?game=170641
1999,348458,170769,Sunset,11328,11328,17,6,1,7,6,7,13,17,11328,-,https://www.vlr.gg/348458/funplus-phoenix-vs-gen-g-champions-tour-2024-masters-shanghai-r2/?game=170769
1999,348457,170767,Split,,11058,1001,4,9,3,5,13,8,11058,1001,-,https://www.vlr.gg/348457/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-r2/?game=170767
1999,348457,170765,Lotus,1001,11058,1001,5,4,8,5,9,13,1001,11058,-,https://www.vlr.gg/348457/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-r2/?game=170765
1999,348459,170771,Breeze,14,2359,14,9,4,6,3,13,9,2359,14,-,https://www.vlr.gg/348459/leviat-n-vs-t1-champions-tour-2024-masters-shanghai-r2/?game=170771
1999,348460,170774,Bind,1184,11981,1184,4,6,5,8,10,13,1184,11981,-,https://www.vlr.gg/348460/dragon-ranger-gaming-vs-fut-esports-champions-tour-2024-masters-shanghai-r2/?game=170774
1999,348460,170775,Ascent,11981,11981,1184,7,5,7,5,12,14,1184,11981,-,https://www.vlr.gg/348460/dragon-ranger-gaming-vs-fut-esports-champions-tour-2024-masters-shanghai-r2/?game=170775
1999,348457,170766,Bind,11058,11058,1001,4,9,3,3,13,6,11058,1001,-,https://www.vlr.gg/348457/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-r2/?game=170766
1999,348458,170770,Ascent,,11328,17,7,4,8,5,11,13,17,11328,-,https://www.vlr.gg/348458/funplus-phoenix-vs-gen-g-champions-tour-2024-masters-shanghai-r2/?game=170770
1999,348459,170772,Sunset,2359,2359,14,10,3,5,2,13,7,2359,14,-,https://www.vlr.gg/348459/leviat-n-vs-t1-champions-tour-2024-masters-shanghai-r2/?game=170772
1999,348462,170780,Sunset,1001,11328,1001,2,2,3,10,4,13,1001,11328,-,https://www.vlr.gg/348462/funplus-phoenix-vs-team-heretics-champions-tour-2024-masters-shanghai-r3/?game=170780
1999,348462,170782,Icebox,,11328,1001,2,10,2,10,15,17,1001,11328,-,https://www.vlr.gg/348462/funplus-phoenix-vs-team-heretics-champions-tour-2024-masters-shanghai-r3/?game=170782
1999,348462,170781,Lotus,11328,11328,1001,5,8,4,2,13,6,11328,1001,-,https://www.vlr.gg/348462/funplus-phoenix-vs-team-heretics-champions-tour-2024-masters-shanghai-r3/?game=170781
1999,348461,170778,Lotus,1184,1184,2359,5,6,6,7,11,13,2359,1184,-,https://www.vlr.gg/348461/fut-esports-vs-leviat-n-champions-tour-2024-masters-shanghai-r3/?game=170778
1999,348461,170779,Bind,,1184,2359,7,6,6,5,13,11,1184,2359,-,https://www.vlr.gg/348461/fut-esports-vs-leviat-n-champions-tour-2024-masters-shanghai-r3/?game=170779
1999,348465,170789,Icebox,1184,120,1184,11,2,1,1,13,2,120,1184,-,https://www.vlr.gg/348465/100-thieves-vs-fut-esports-champions-tour-2024-masters-shanghai-ubqf/?game=170789
1999,348461,170777,Sunset,2359,1184,2359,2,11,1,0,13,1,1184,2359,-,https://www.vlr.gg/348461/fut-esports-vs-leviat-n-champions-tour-2024-masters-shanghai-r3/?game=170777
1999,348465,170790,Bind,120,120,1184,8,5,1,4,13,5,120,1184,-,https://www.vlr.gg/348465/100-thieves-vs-fut-esports-champions-tour-2024-masters-shanghai-ubqf/?game=170790
1999,348466,170792,Lotus,17,2593,17,9,4,7,3,13,10,2593,17,-,https://www.vlr.gg/348466/fnatic-vs-gen-g-champions-tour-2024-masters-shanghai-ubqf/?game=170792
1999,348466,170794,Breeze,,2593,17,4,7,5,8,11,13,17,2593,-,https://www.vlr.gg/348466/fnatic-vs-gen-g-champions-tour-2024-masters-shanghai-ubqf/?game=170794
1999,348466,170793,Bind,2593,2593,17,4,6,6,7,10,13,17,2593,-,https://www.vlr.gg/348466/fnatic-vs-gen-g-champions-tour-2024-masters-shanghai-ubqf/?game=170793
1999,348464,170787,Split,1120,1120,1001,1,2,10,3,3,13,1001,1120,-,https://www.vlr.gg/348464/edward-gaming-vs-team-heretics-champions-tour-2024-masters-shanghai-ubqf/?game=170787
1999,348464,170786,Sunset,1001,1120,1001,2,4,8,5,6,13,1001,1120,-,https://www.vlr.gg/348464/edward-gaming-vs-team-heretics-champions-tour-2024-masters-shanghai-ubqf/?game=170786
1999,348463,170783,Split,11058,624,11058,2,11,1,6,13,7,624,11058,-,https://www.vlr.gg/348463/paper-rex-vs-g2-esports-champions-tour-2024-masters-shanghai-ubqf/?game=170783
1999,348463,170785,Bind,,624,11058,2,3,3,10,5,13,11058,624,-,https://www.vlr.gg/348463/paper-rex-vs-g2-esports-champions-tour-2024-masters-shanghai-ubqf/?game=170785
1999,348468,170798,Split,1184,1184,2593,0,5,7,6,5,13,2593,1184,-,https://www.vlr.gg/348468/fut-esports-vs-fnatic-champions-tour-2024-masters-shanghai-lr1/?game=170798
1999,348468,170799,Lotus,2593,1184,2593,4,9,3,5,13,8,1184,2593,-,https://www.vlr.gg/348468/fut-esports-vs-fnatic-champions-tour-2024-masters-shanghai-lr1/?game=170799
1999,348468,170800,Ascent,,1184,2593,9,4,0,3,13,3,1184,2593,-,https://www.vlr.gg/348468/fut-esports-vs-fnatic-champions-tour-2024-masters-shanghai-lr1/?game=170800
1999,348463,170784,Lotus,624,624,11058,6,4,7,6,10,13,11058,624,-,https://www.vlr.gg/348463/paper-rex-vs-g2-esports-champions-tour-2024-masters-shanghai-ubqf/?game=170784
1999,348467,170796,Sunset,624,624,1120,8,5,2,4,13,6,624,1120,-,https://www.vlr.gg/348467/paper-rex-vs-edward-gaming-champions-tour-2024-masters-shanghai-lr1/?game=170796
1999,348467,170795,Bind,1120,624,1120,7,6,6,5,13,11,624,1120,-,https://www.vlr.gg/348467/paper-rex-vs-edward-gaming-champions-tour-2024-masters-shanghai-lr1/?game=170795
1999,348469,170801,Icebox,1001,11058,1001,5,2,10,3,7,13,1001,11058,-,https://www.vlr.gg/348469/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-ubsf/?game=170801
1999,348470,170805,Ascent,17,120,17,6,4,7,6,10,13,17,120,-,https://www.vlr.gg/348470/100-thieves-vs-gen-g-champions-tour-2024-masters-shanghai-ubsf/?game=170805
1999,348470,170804,Icebox,120,120,17,7,3,9,4,10,13,17,120,-,https://www.vlr.gg/348470/100-thieves-vs-gen-g-champions-tour-2024-masters-shanghai-ubsf/?game=170804
1999,348469,170802,Ascent,11058,11058,1001,11,2,10,1,13,11,11058,1001,-,https://www.vlr.gg/348469/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-ubsf/?game=170802
1999,348469,170803,Lotus,,11058,1001,8,5,0,4,13,4,11058,1001,-,https://www.vlr.gg/348469/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-ubsf/?game=170803
1999,348472,170811,Sunset,1001,1001,1184,9,4,1,3,13,4,1001,1184,-,https://www.vlr.gg/348472/team-heretics-vs-fut-esports-champions-tour-2024-masters-shanghai-lr2/?game=170811
1999,348472,170810,Bind,1184,1001,1184,6,7,1,6,13,7,1001,1184,-,https://www.vlr.gg/348472/team-heretics-vs-fut-esports-champions-tour-2024-masters-shanghai-lr2/?game=170810
1999,348473,170814,Ascent,17,11058,17,4,6,5,8,10,13,17,11058,-,https://www.vlr.gg/348473/g2-esports-vs-gen-g-champions-tour-2024-masters-shanghai-ubf/?game=170814
1999,348473,170813,Lotus,11058,11058,17,3,5,7,6,8,13,17,11058,-,https://www.vlr.gg/348473/g2-esports-vs-gen-g-champions-tour-2024-masters-shanghai-ubf/?game=170813
1999,348474,170816,Bind,120,120,1001,4,8,4,8,13,15,1001,120,-,https://www.vlr.gg/348474/100-thieves-vs-team-heretics-champions-tour-2024-masters-shanghai-lr3/?game=170816
1999,348471,170808,Sunset,624,120,624,4,6,5,8,10,13,624,120,-,https://www.vlr.gg/348471/100-thieves-vs-paper-rex-champions-tour-2024-masters-shanghai-lr2/?game=170808
1999,348471,170807,Breeze,120,120,624,5,8,4,1,13,5,120,624,-,https://www.vlr.gg/348471/100-thieves-vs-paper-rex-champions-tour-2024-masters-shanghai-lr2/?game=170807
1999,348471,170809,Icebox,,120,624,7,5,7,5,14,12,120,624,-,https://www.vlr.gg/348471/100-thieves-vs-paper-rex-champions-tour-2024-masters-shanghai-lr2/?game=170809
1999,348474,170817,Sunset,1001,120,1001,0,1,11,2,1,13,1001,120,-,https://www.vlr.gg/348474/100-thieves-vs-team-heretics-champions-tour-2024-masters-shanghai-lr3/?game=170817
1999,348475,170820,Icebox,1001,11058,1001,2,4,8,5,6,13,1001,11058,-,https://www.vlr.gg/348475/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-lf/?game=170820
1999,348475,170821,Lotus,11058,11058,1001,3,5,4,9,8,13,1001,11058,-,https://www.vlr.gg/348475/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-lf/?game=170821
1999,348475,170819,Bind,11058,11058,1001,2,0,3,10,2,13,1001,11058,-,https://www.vlr.gg/348475/g2-esports-vs-team-heretics-champions-tour-2024-masters-shanghai-lf/?game=170819
2006,319765,164239,Lotus,,12010,731,6,7,5,1,13,6,12010,731,-,https://www.vlr.gg/319765/bilibili-gaming-vs-tyloo-champions-tour-2024-china-stage-1-w1/?game=164239
2006,319765,164238,Icebox,12010,12010,731,7,6,1,5,13,6,12010,731,-,https://www.vlr.gg/319765/bilibili-gaming-vs-tyloo-champions-tour-2024-china-stage-1-w1/?game=164238
2006,319765,164237,Bind,731,12010,731,3,0,4,9,3,13,731,12010,-,https://www.vlr.gg/319765/bilibili-gaming-vs-tyloo-champions-tour-2024-china-stage-1-w1/?game=164237
1999,348476,170827,Lotus,1001,17,1001,9,4,1,3,13,4,17,1001,-,https://www.vlr.gg/348476/gen-g-vs-team-heretics-champions-tour-2024-masters-shanghai-gf/?game=170827
1999,348476,170826,Ascent,17,17,1001,3,6,6,7,9,13,1001,17,-,https://www.vlr.gg/348476/gen-g-vs-team-heretics-champions-tour-2024-masters-shanghai-gf/?game=170826
1999,348476,170824,Breeze,17,17,1001,10,3,4,2,13,6,17,1001,-,https://www.vlr.gg/348476/gen-g-vs-team-heretics-champions-tour-2024-masters-shanghai-gf/?game=170824
1999,348476,170825,Icebox,1001,17,1001,7,2,8,5,9,13,1001,17,-,https://www.vlr.gg/348476/gen-g-vs-team-heretics-champions-tour-2024-masters-shanghai-gf/?game=170825
1999,348476,170828,Split,,17,1001,4,9,3,0,13,3,17,1001,-,https://www.vlr.gg/348476/gen-g-vs-team-heretics-champions-tour-2024-masters-shanghai-gf/?game=170828
2006,319766,164240,Split,14137,13790,14137,10,3,3,2,13,5,13790,14137,-,https://www.vlr.gg/319766/wolves-esports-vs-titan-esports-club-champions-tour-2024-china-stage-1-w1/?game=164240
2006,319766,164241,Bind,13790,13790,14137,4,8,4,8,12,14,14137,13790,-,https://www.vlr.gg/319766/wolves-esports-vs-titan-esports-club-champions-tour-2024-china-stage-1-w1/?game=164241
2006,319766,164242,Lotus,,13790,14137,6,4,7,6,10,13,14137,13790,-,https://www.vlr.gg/319766/wolves-esports-vs-titan-esports-club-champions-tour-2024-china-stage-1-w1/?game=164242
2006,319767,164244,Sunset,11981,11981,1119,6,5,7,6,11,13,1119,11981,-,https://www.vlr.gg/319767/dragon-ranger-gaming-vs-all-gamers-champions-tour-2024-china-stage-1-w1/?game=164244
2006,319768,164247,Bind,1120,1120,13576,5,4,8,5,9,13,13576,1120,-,https://www.vlr.gg/319768/edward-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w1/?game=164247
2006,319767,164243,Icebox,1119,11981,1119,8,5,7,4,13,11,11981,1119,-,https://www.vlr.gg/319767/dragon-ranger-gaming-vs-all-gamers-champions-tour-2024-china-stage-1-w1/?game=164243
2006,319768,164246,Ascent,13576,1120,13576,6,7,5,0,13,5,1120,13576,-,https://www.vlr.gg/319768/edward-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w1/?game=164246
2006,319767,164245,Breeze,,11981,1119,6,2,7,6,8,13,1119,11981,-,https://www.vlr.gg/319767/dragon-ranger-gaming-vs-all-gamers-champions-tour-2024-china-stage-1-w1/?game=164245
2006,319768,164248,Split,,1120,13576,5,8,4,7,13,11,1120,13576,-,https://www.vlr.gg/319768/edward-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w1/?game=164248
2006,319769,164249,Lotus,12685,12064,12685,0,5,7,6,5,13,12685,12064,-,https://www.vlr.gg/319769/nova-esports-vs-trace-esports-champions-tour-2024-china-stage-1-w1/?game=164249
2006,319769,164250,Ascent,12064,12064,12685,3,6,6,7,9,13,12685,12064,-,https://www.vlr.gg/319769/nova-esports-vs-trace-esports-champions-tour-2024-china-stage-1-w1/?game=164250
2006,319770,164252,Ascent,13790,11328,13790,7,6,3,5,13,8,11328,13790,-,https://www.vlr.gg/319770/funplus-phoenix-vs-wolves-esports-champions-tour-2024-china-stage-1-w1/?game=164252
2006,319770,164253,Lotus,11328,11328,13790,8,5,3,4,13,7,11328,13790,-,https://www.vlr.gg/319770/funplus-phoenix-vs-wolves-esports-champions-tour-2024-china-stage-1-w1/?game=164253
2006,319771,164255,Sunset,12064,13576,12064,6,7,2,6,13,8,13576,12064,-,https://www.vlr.gg/319771/jd-gaming-vs-nova-esports-champions-tour-2024-china-stage-1-w2/?game=164255
2006,319771,164256,Bind,13576,13576,12064,4,5,7,6,9,13,12064,13576,-,https://www.vlr.gg/319771/jd-gaming-vs-nova-esports-champions-tour-2024-china-stage-1-w2/?game=164256
2006,319771,164257,Ascent,,13576,12064,2,2,10,3,4,13,12064,13576,-,https://www.vlr.gg/319771/jd-gaming-vs-nova-esports-champions-tour-2024-china-stage-1-w2/?game=164257
2006,319772,164259,Icebox,11981,11328,11981,3,6,4,9,9,13,11981,11328,-,https://www.vlr.gg/319772/funplus-phoenix-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-w2/?game=164259
2006,319772,164258,Breeze,11328,11328,11981,8,5,7,4,13,11,11328,11981,-,https://www.vlr.gg/319772/funplus-phoenix-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-w2/?game=164258
2006,319772,164260,Sunset,,11328,11981,2,11,1,2,13,3,11328,11981,-,https://www.vlr.gg/319772/funplus-phoenix-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-w2/?game=164260
2006,319773,164261,Breeze,1119,1119,13790,4,5,7,6,9,13,13790,1119,-,https://www.vlr.gg/319773/all-gamers-vs-wolves-esports-champions-tour-2024-china-stage-1-w2/?game=164261
2006,319773,164262,Icebox,13790,1119,13790,3,9,3,9,12,14,13790,1119,-,https://www.vlr.gg/319773/all-gamers-vs-wolves-esports-champions-tour-2024-china-stage-1-w2/?game=164262
2006,319774,164264,Split,12685,12685,12010,7,4,8,5,11,13,12010,12685,-,https://www.vlr.gg/319774/trace-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-1-w2/?game=164264
2006,319774,164265,Breeze,12010,12685,12010,4,9,3,4,13,7,12685,12010,-,https://www.vlr.gg/319774/trace-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-1-w2/?game=164265
2006,319774,164266,Bind,,12685,12010,7,6,2,5,13,7,12685,12010,-,https://www.vlr.gg/319774/trace-esports-vs-bilibili-gaming-champions-tour-2024-china-stage-1-w2/?game=164266
