prize_pool,name,region,url,tournament_id
75000,Champions Tour CIS Stage 1: Masters,mod-ru,https://www.vlr.gg/event/344/champions-tour-cis-stage-1-masters,344
100000,Champions Tour Korea Stage 1: Masters,mod-kr,https://www.vlr.gg/event/351/champions-tour-korea-stage-1-masters,351
50000,Champions Tour SEA Stage 1: Masters,mod-un,https://www.vlr.gg/event/347/champions-tour-sea-stage-1-masters,347
46765,Champions Tour Japan Stage 1: Masters,mod-jp,https://www.vlr.gg/event/352/champions-tour-japan-stage-1-masters,352
7679,Oceania Tour: Stage 01,mod-au,https://www.vlr.gg/event/297/oceania-tour-stage-01,297
12000,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,mod-tw,https://www.vlr.gg/event/348/champions-tour-hong-kong-and-taiwan-stage-1-challengers-3,348
2963,Champions Tour Thailand Stage 1: Challengers 3,mod-th,https://www.vlr.gg/event/349/champions-tour-thailand-stage-1-challengers-3,349
5912,Champions Tour Indonesia Stage 1: Challengers 3,mod-id,https://www.vlr.gg/event/296/champions-tour-indonesia-stage-1-challengers-3,296
3116,Champions Tour Malaysia & Singapore Stage 1: Challengers 3,mod-my,https://www.vlr.gg/event/294/champions-tour-malaysia-singapore-stage-1-challengers-3,294
50000,Champions Tour North America Stage 1: Challengers 3,mod-us,https://www.vlr.gg/event/324/champions-tour-north-america-stage-1-challengers-3,324
9201,Champions Tour Brazil Stage 1: Challengers 3,mod-br,https://www.vlr.gg/event/326/champions-tour-brazil-stage-1-challengers-3,326
21243,Champions Tour Turkey Stage 1: Challengers 3,mod-tr,https://www.vlr.gg/event/339/champions-tour-turkey-stage-1-challengers-3,339
42592,Champions Tour Europe Stage 1: Challengers 3,mod-eu,https://www.vlr.gg/event/328/champions-tour-europe-stage-1-challengers-3,328
21243,Champions Tour CIS Stage 1: Challengers 3,mod-ru,https://www.vlr.gg/event/343/champions-tour-cis-stage-1-challengers-3,343
2676,Champions Tour Philippines Stage 1: Challengers 3,mod-ph,https://www.vlr.gg/event/350/champions-tour-philippines-stage-1-challengers-3,350
17966,Champions Tour Korea Stage 1: Challengers 3,mod-kr,https://www.vlr.gg/event/336/champions-tour-korea-stage-1-challengers-3,336
0,Champions Tour Japan Stage 1: Challengers 3,mod-jp,https://www.vlr.gg/event/345/champions-tour-japan-stage-1-challengers-3,345
4500,Champions Tour LATAM Stage 1: Challengers 3,mod-un,https://www.vlr.gg/event/323/champions-tour-latam-stage-1-challengers-3,323
21243,Champions Tour Turkey Stage 1: Challengers 2,mod-tr,https://www.vlr.gg/event/327/champions-tour-turkey-stage-1-challengers-2,327
21243,Champions Tour CIS Stage 1: Challengers 2,mod-ru,https://www.vlr.gg/event/330/champions-tour-cis-stage-1-challengers-2,330
5000,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 2,mod-tw,https://www.vlr.gg/event/325/champions-tour-hong-kong-taiwan-stage-1-challengers-2,325
5912,Champions Tour Indonesia Stage 1: Challengers 2,mod-id,https://www.vlr.gg/event/295/champions-tour-indonesia-stage-1-challengers-2,295
0,Champions Tour Japan Stage 1: Challengers 2,mod-jp,https://www.vlr.gg/event/331/champions-tour-japan-stage-1-challengers-2,331
3116,Champions Tour Malaysia & Singapore Stage 1: Challengers 2,mod-my,https://www.vlr.gg/event/293/champions-tour-malaysia-singapore-stage-1-challengers-2,293
2964,Champions Tour Thailand Stage 1: Challengers 2,mod-th,https://www.vlr.gg/event/318/champions-tour-thailand-stage-1-challengers-2,318
50000,Champions Tour North America Stage 1: Challengers 2,mod-us,https://www.vlr.gg/event/306/champions-tour-north-america-stage-1-challengers-2,306
4500,Champions Tour LATAM Stage 1: Challengers 2,mod-un,https://www.vlr.gg/event/302/champions-tour-latam-stage-1-challengers-2,302
9115,Champions Tour Brazil Stage 1: Challengers 2,mod-br,https://www.vlr.gg/event/301/champions-tour-brazil-stage-1-challengers-2,301
42210,Champions Tour Europe Stage 1: Challengers 2,mod-eu,https://www.vlr.gg/event/320/champions-tour-europe-stage-1-challengers-2,320
17966,Champions Tour Korea Stage 1: Challengers 2,mod-kr,https://www.vlr.gg/event/307/champions-tour-korea-stage-1-challengers-2,307
0,Champions Tour Japan Stage 1: Challengers 1,mod-jp,https://www.vlr.gg/event/316/champions-tour-japan-stage-1-challengers-1,316
4374,Champions Tour Philippines Stage 1: Challengers 2,mod-ph,https://www.vlr.gg/event/317/champions-tour-philippines-stage-1-challengers-2,317
12115,Champions Tour Turkey Stage 1: Challengers 1,mod-tr,https://www.vlr.gg/event/311/champions-tour-turkey-stage-1-challengers-1,311
12115,Champions Tour CIS Stage 1: Challengers 1,mod-ru,https://www.vlr.gg/event/300/champions-tour-cis-stage-1-challengers-1,300
50000,Champions Tour North America Stage 1: Challengers 1,mod-us,https://www.vlr.gg/event/291/champions-tour-north-america-stage-1-challengers-1,291
9309,Champions Tour Brazil Stage 1: Challengers 1,mod-br,https://www.vlr.gg/event/292/champions-tour-brazil-stage-1-challengers-1,292
21080,Champions Tour Europe Stage 1: Challengers 1,mod-eu,https://www.vlr.gg/event/290/champions-tour-europe-stage-1-challengers-1,290
5000,Champions Tour Hong Kong & Taiwan Stage 1: Challengers 1,mod-tw,https://www.vlr.gg/event/321/champions-tour-hong-kong-taiwan-stage-1-challengers-1,321
17813,Champions Tour Korea Stage 1: Challengers 1,mod-kr,https://www.vlr.gg/event/298/champions-tour-korea-stage-1-challengers-1,298
3277,Champions Tour Indonesia Stage 1: Challengers 1,mod-id,https://www.vlr.gg/event/287/champions-tour-indonesia-stage-1-challengers-1,287
730,Champions Tour Philippines Stage 1: Challengers 1,mod-ph,https://www.vlr.gg/event/304/champions-tour-philippines-stage-1-challengers-1,304
3116,Champions Tour Malaysia & Singapore Stage 1: Challengers 1,mod-my,https://www.vlr.gg/event/277/champions-tour-malaysia-singapore-stage-1-challengers-1,277
3000,Champions Tour Thailand Stage 1: Challengers 1,mod-th,https://www.vlr.gg/event/303/champions-tour-thailand-stage-1-challengers-1,303
4500,Champions Tour LATAM Stage 1: Challengers 1,mod-un,https://www.vlr.gg/event/285/champions-tour-latam-stage-1-challengers-1,285
