tournament_id,match_id,team1_name,team2_name,score1,score2,winner_name,loser_name,sub_stage,stage,match_url
2283,542195,Paper Rex,Xi Lai Gaming,2.0,0.0,Paper Rex,Xi Lai Gaming,Opening (A),Group Stage,https://www.vlr.gg/542195/paper-rex-vs-xi-lai-gaming-valorant-champions-2025-opening-a
2283,542196,GIANTX,Sentinels,2.0,1.0,GIANTX,Sentinels,Opening (A),Group Stage,https://www.vlr.gg/542196/giantx-vs-sentinels-valorant-champions-2025-opening-a
2283,542207,NRG,EDward Gaming,2.0,0.0,NRG,EDward Gaming,Opening (C),Group Stage,https://www.vlr.gg/542207/nrg-vs-edward-gaming-valorant-champions-2025-opening-c
2283,542205,Team Liquid,DRX,0.0,2.0,DRX,Team Liquid,Opening (C),Group Stage,https://www.vlr.gg/542205/team-liquid-vs-drx-valorant-champions-2025-opening-c
2283,542212,Dragon Ranger Gaming,T1,0.0,2.0,T1,Dragon Ranger Gaming,Opening (D),Group Stage,https://www.vlr.gg/542212/dragon-ranger-gaming-vs-t1-valorant-champions-2025-opening-d
2283,542211,G2 Esports,Team Heretics,0.0,2.0,Team Heretics,G2 Esports,Opening (D),Group Stage,https://www.vlr.gg/542211/g2-esports-vs-team-heretics-valorant-champions-2025-opening-d
2283,542200,Bilibili Gaming,MIBR,0.0,2.0,MIBR,Bilibili Gaming,Opening (B),Group Stage,https://www.vlr.gg/542200/bilibili-gaming-vs-mibr-valorant-champions-2025-opening-b
2283,542201,Rex Regum Qeon,FNATIC,0.0,2.0,FNATIC,Rex Regum Qeon,Opening (B),Group Stage,https://www.vlr.gg/542201/rex-regum-qeon-vs-fnatic-valorant-champions-2025-opening-b
2283,542197,Paper Rex,GIANTX,2.0,1.0,Paper Rex,GIANTX,Winner's (A),Group Stage,https://www.vlr.gg/542197/paper-rex-vs-giantx-valorant-champions-2025-winners-a
2283,542208,DRX,NRG,1.0,2.0,NRG,DRX,Winner's (C),Group Stage,https://www.vlr.gg/542208/drx-vs-nrg-valorant-champions-2025-winners-c
2283,542213,Team Heretics,T1,2.0,0.0,Team Heretics,T1,Winner's (D),Group Stage,https://www.vlr.gg/542213/team-heretics-vs-t1-valorant-champions-2025-winners-d
2283,542202,MIBR,FNATIC,1.0,2.0,FNATIC,MIBR,Winner's (B),Group Stage,https://www.vlr.gg/542202/mibr-vs-fnatic-valorant-champions-2025-winners-b
2283,542209,Team Liquid,EDward Gaming,2.0,1.0,Team Liquid,EDward Gaming,Elimination (C),Group Stage,https://www.vlr.gg/542209/team-liquid-vs-edward-gaming-valorant-champions-2025-elim-c
2283,542198,Xi Lai Gaming,Sentinels,2.0,1.0,Xi Lai Gaming,Sentinels,Elimination (A),Group Stage,https://www.vlr.gg/542198/xi-lai-gaming-vs-sentinels-valorant-champions-2025-elim-a
2283,542203,Bilibili Gaming,Rex Regum Qeon,1.0,2.0,Rex Regum Qeon,Bilibili Gaming,Elimination (B),Group Stage,https://www.vlr.gg/542203/bilibili-gaming-vs-rex-regum-qeon-valorant-champions-2025-elim-b
2283,542214,G2 Esports,Dragon Ranger Gaming,2.0,0.0,G2 Esports,Dragon Ranger Gaming,Elimination (D),Group Stage,https://www.vlr.gg/542214/g2-esports-vs-dragon-ranger-gaming-valorant-champions-2025-elim-d
2283,542210,DRX,Team Liquid,2.0,0.0,DRX,Team Liquid,Decider (C),Group Stage,https://www.vlr.gg/542210/drx-vs-team-liquid-valorant-champions-2025-decider-c
2283,542199,GIANTX,Xi Lai Gaming,2.0,0.0,GIANTX,Xi Lai Gaming,Decider (A),Group Stage,https://www.vlr.gg/542199/giantx-vs-xi-lai-gaming-valorant-champions-2025-decider-a
2283,542215,T1,G2 Esports,0.0,2.0,G2 Esports,T1,Decider (D),Group Stage,https://www.vlr.gg/542215/t1-vs-g2-esports-valorant-champions-2025-decider-d
2283,542204,MIBR,Rex Regum Qeon,2.0,0.0,MIBR,Rex Regum Qeon,Decider (B),Group Stage,https://www.vlr.gg/542204/mibr-vs-rex-regum-qeon-valorant-champions-2025-decider-b
2283,542265,Paper Rex,G2 Esports,2.0,1.0,Paper Rex,G2 Esports,Upper Quarterfinals,Playoffs,https://www.vlr.gg/542265/paper-rex-vs-g2-esports-valorant-champions-2025-ubqf
2283,542264,FNATIC,DRX,2.0,1.0,FNATIC,DRX,Upper Quarterfinals,Playoffs,https://www.vlr.gg/542264/fnatic-vs-drx-valorant-champions-2025-ubqf
2283,542266,Team Heretics,MIBR,0.0,2.0,MIBR,Team Heretics,Upper Quarterfinals,Playoffs,https://www.vlr.gg/542266/team-heretics-vs-mibr-valorant-champions-2025-ubqf
2283,542267,NRG,GIANTX,2.0,0.0,NRG,GIANTX,Upper Quarterfinals,Playoffs,https://www.vlr.gg/542267/nrg-vs-giantx-valorant-champions-2025-ubqf
2283,542273,DRX,G2 Esports,2.0,1.0,DRX,G2 Esports,Lower Round 1,Playoffs,https://www.vlr.gg/542273/drx-vs-g2-esports-valorant-champions-2025-lr1
2283,542274,Team Heretics,GIANTX,2.0,1.0,Team Heretics,GIANTX,Lower Round 1,Playoffs,https://www.vlr.gg/542274/team-heretics-vs-giantx-valorant-champions-2025-lr1
2283,542268,FNATIC,Paper Rex,2.0,1.0,FNATIC,Paper Rex,Upper Semifinals,Playoffs,https://www.vlr.gg/542268/fnatic-vs-paper-rex-valorant-champions-2025-ubsf
2283,542269,MIBR,NRG,1.0,2.0,NRG,MIBR,Upper Semifinals,Playoffs,https://www.vlr.gg/542269/mibr-vs-nrg-valorant-champions-2025-ubsf
2283,542277,Paper Rex,Team Heretics,2.0,1.0,Paper Rex,Team Heretics,Lower Round 2,Playoffs,https://www.vlr.gg/542277/paper-rex-vs-team-heretics-valorant-champions-2025-lr2
2283,542276,MIBR,DRX,1.0,2.0,DRX,MIBR,Lower Round 2,Playoffs,https://www.vlr.gg/542276/mibr-vs-drx-valorant-champions-2025-lr2
2283,542270,FNATIC,NRG,0.0,2.0,NRG,FNATIC,Upper Final,Playoffs,https://www.vlr.gg/542270/fnatic-vs-nrg-valorant-champions-2025-ubf
2283,542278,DRX,Paper Rex,2.0,0.0,DRX,Paper Rex,Lower Round 3,Playoffs,https://www.vlr.gg/542278/drx-vs-paper-rex-valorant-champions-2025-lr3
2283,542279,FNATIC,DRX,3.0,1.0,FNATIC,DRX,Lower Final,Playoffs,https://www.vlr.gg/542279/fnatic-vs-drx-valorant-champions-2025-lbf
2283,542272,NRG,FNATIC,3.0,2.0,NRG,FNATIC,Grand Final,Playoffs,https://www.vlr.gg/542272/nrg-vs-fnatic-valorant-champions-2025-gf
2590,538566,Nova Esports,EDward Gaming,2.0,0.0,Nova Esports,EDward Gaming,Round of 12,Main Event,https://www.vlr.gg/538566/nova-esports-vs-edward-gaming-china-evolution-series-act-3-ro12
2590,538565,Titan Esports Club,Dragon Ranger Gaming,2.0,1.0,Titan Esports Club,Dragon Ranger Gaming,Round of 12,Main Event,https://www.vlr.gg/538565/titan-esports-club-vs-dragon-ranger-gaming-china-evolution-series-act-3-ro12
2590,538567,JDG Esports,Xi Lai Gaming,2.0,0.0,JDG Esports,Xi Lai Gaming,Round of 12,Main Event,https://www.vlr.gg/538567/jdg-esports-vs-xi-lai-gaming-china-evolution-series-act-3-ro12
2590,538568,Wolves Esports,Bilibili Gaming,2.0,1.0,Wolves Esports,Bilibili Gaming,Round of 12,Main Event,https://www.vlr.gg/538568/wolves-esports-vs-bilibili-gaming-china-evolution-series-act-3-ro12
2590,538569,TYLOO,Titan Esports Club,1.0,2.0,Titan Esports Club,TYLOO,Quarterfinals,Main Event,https://www.vlr.gg/538569/tyloo-vs-titan-esports-club-china-evolution-series-act-3-qf
2590,538570,FunPlus Phoenix,Nova Esports,2.0,1.0,FunPlus Phoenix,Nova Esports,Quarterfinals,Main Event,https://www.vlr.gg/538570/funplus-phoenix-vs-nova-esports-china-evolution-series-act-3-qf
2590,538571,Trace Esports,JDG Esports,1.0,2.0,JDG Esports,Trace Esports,Quarterfinals,Main Event,https://www.vlr.gg/538571/trace-esports-vs-jdg-esports-china-evolution-series-act-3-qf
2590,538572,All Gamers,Wolves Esports,1.0,2.0,Wolves Esports,All Gamers,Quarterfinals,Main Event,https://www.vlr.gg/538572/all-gamers-vs-wolves-esports-china-evolution-series-act-3-qf
2590,538573,Titan Esports Club,FunPlus Phoenix,2.0,1.0,Titan Esports Club,FunPlus Phoenix,Semifinals,Main Event,https://www.vlr.gg/538573/titan-esports-club-vs-funplus-phoenix-china-evolution-series-act-3-sf
2590,538574,JDG Esports,Wolves Esports,2.0,1.0,JDG Esports,Wolves Esports,Semifinals,Main Event,https://www.vlr.gg/538574/jdg-esports-vs-wolves-esports-china-evolution-series-act-3-sf
2590,538576,FunPlus Phoenix,Wolves Esports,0.0,3.0,Wolves Esports,FunPlus Phoenix,Consolation Final,Main Event,https://www.vlr.gg/538576/funplus-phoenix-vs-wolves-esports-china-evolution-series-act-3-cf
2590,538575,Titan Esports Club,JDG Esports,0.0,3.0,JDG Esports,Titan Esports Club,Grand Final,Main Event,https://www.vlr.gg/538575/titan-esports-club-vs-jdg-esports-china-evolution-series-act-3-gf
2501,509801,Cloud9,FURIA,2.0,0.0,Cloud9,FURIA,Week 1,Group Stage,https://www.vlr.gg/509801/cloud9-vs-furia-vct-2025-americas-stage-2-w1
2501,509802,LEVIATÁN,LOUD,1.0,2.0,LOUD,LEVIATÁN,Week 1,Group Stage,https://www.vlr.gg/509802/leviat-n-vs-loud-vct-2025-americas-stage-2-w1
2501,509803,Evil Geniuses,2Game Esports,2.0,1.0,Evil Geniuses,2Game Esports,Week 1,Group Stage,https://www.vlr.gg/509803/evil-geniuses-vs-2game-esports-vct-2025-americas-stage-2-w1
2501,509804,MIBR,KRÜ Esports,1.0,2.0,KRÜ Esports,MIBR,Week 1,Group Stage,https://www.vlr.gg/509804/mibr-vs-kr-esports-vct-2025-americas-stage-2-w1
2501,509805,100 Thieves,NRG,2.0,0.0,100 Thieves,NRG,Week 1,Group Stage,https://www.vlr.gg/509805/100-thieves-vs-nrg-vct-2025-americas-stage-2-w1
2501,509806,Sentinels,G2 Esports,2.0,1.0,Sentinels,G2 Esports,Week 1,Group Stage,https://www.vlr.gg/509806/sentinels-vs-g2-esports-vct-2025-americas-stage-2-w1
2501,509807,2Game Esports,G2 Esports,0.0,2.0,G2 Esports,2Game Esports,Week 2,Group Stage,https://www.vlr.gg/509807/2game-esports-vs-g2-esports-vct-2025-americas-stage-2-w2
2501,509808,FURIA,Sentinels,0.0,2.0,Sentinels,FURIA,Week 2,Group Stage,https://www.vlr.gg/509808/furia-vs-sentinels-vct-2025-americas-stage-2-w2
2501,509809,100 Thieves,KRÜ Esports,2.0,0.0,100 Thieves,KRÜ Esports,Week 2,Group Stage,https://www.vlr.gg/509809/100-thieves-vs-kr-esports-vct-2025-americas-stage-2-w2
2501,509810,NRG,LOUD,2.0,0.0,NRG,LOUD,Week 2,Group Stage,https://www.vlr.gg/509810/nrg-vs-loud-vct-2025-americas-stage-2-w2
2501,509811,Cloud9,Evil Geniuses,2.0,0.0,Cloud9,Evil Geniuses,Week 2,Group Stage,https://www.vlr.gg/509811/cloud9-vs-evil-geniuses-vct-2025-americas-stage-2-w2
2501,509812,MIBR,LEVIATÁN,0.0,2.0,LEVIATÁN,MIBR,Week 2,Group Stage,https://www.vlr.gg/509812/mibr-vs-leviat-n-vct-2025-americas-stage-2-w2
2501,509813,2Game Esports,FURIA,2.0,1.0,2Game Esports,FURIA,Week 3,Group Stage,https://www.vlr.gg/509813/2game-esports-vs-furia-vct-2025-americas-stage-2-w3
2501,509814,LEVIATÁN,NRG,1.0,2.0,NRG,LEVIATÁN,Week 3,Group Stage,https://www.vlr.gg/509814/leviat-n-vs-nrg-vct-2025-americas-stage-2-w3
2501,509815,Sentinels,Cloud9,2.0,0.0,Sentinels,Cloud9,Week 3,Group Stage,https://www.vlr.gg/509815/sentinels-vs-cloud9-vct-2025-americas-stage-2-w3
2501,509816,MIBR,100 Thieves,2.0,0.0,MIBR,100 Thieves,Week 3,Group Stage,https://www.vlr.gg/509816/mibr-vs-100-thieves-vct-2025-americas-stage-2-w3
2501,509817,G2 Esports,Evil Geniuses,2.0,1.0,G2 Esports,Evil Geniuses,Week 3,Group Stage,https://www.vlr.gg/509817/g2-esports-vs-evil-geniuses-vct-2025-americas-stage-2-w3
2501,509818,LOUD,KRÜ Esports,1.0,2.0,KRÜ Esports,LOUD,Week 3,Group Stage,https://www.vlr.gg/509818/loud-vs-kr-esports-vct-2025-americas-stage-2-w3
2501,509819,Cloud9,2Game Esports,2.0,0.0,Cloud9,2Game Esports,Week 4,Group Stage,https://www.vlr.gg/509819/cloud9-vs-2game-esports-vct-2025-americas-stage-2-w4
2501,509820,MIBR,NRG,0.0,2.0,NRG,MIBR,Week 4,Group Stage,https://www.vlr.gg/509820/mibr-vs-nrg-vct-2025-americas-stage-2-w4
2501,509821,Sentinels,Evil Geniuses,2.0,0.0,Sentinels,Evil Geniuses,Week 4,Group Stage,https://www.vlr.gg/509821/sentinels-vs-evil-geniuses-vct-2025-americas-stage-2-w4
2501,509822,LEVIATÁN,KRÜ Esports,2.0,1.0,LEVIATÁN,KRÜ Esports,Week 4,Group Stage,https://www.vlr.gg/509822/leviat-n-vs-kr-esports-vct-2025-americas-stage-2-w4
2501,509823,FURIA,G2 Esports,0.0,2.0,G2 Esports,FURIA,Week 4,Group Stage,https://www.vlr.gg/509823/furia-vs-g2-esports-vct-2025-americas-stage-2-w4
2501,509824,LOUD,100 Thieves,1.0,2.0,100 Thieves,LOUD,Week 4,Group Stage,https://www.vlr.gg/509824/loud-vs-100-thieves-vct-2025-americas-stage-2-w4
2501,509825,KRÜ Esports,NRG,1.0,2.0,NRG,KRÜ Esports,Week 5,Group Stage,https://www.vlr.gg/509825/kr-esports-vs-nrg-vct-2025-americas-stage-2-w5
2501,509826,100 Thieves,LEVIATÁN,1.0,2.0,LEVIATÁN,100 Thieves,Week 5,Group Stage,https://www.vlr.gg/509826/100-thieves-vs-leviat-n-vct-2025-americas-stage-2-w5
2501,509827,FURIA,Evil Geniuses,0.0,2.0,Evil Geniuses,FURIA,Week 5,Group Stage,https://www.vlr.gg/509827/furia-vs-evil-geniuses-vct-2025-americas-stage-2-w5
2501,509829,2Game Esports,Sentinels,1.0,2.0,Sentinels,2Game Esports,Week 5,Group Stage,https://www.vlr.gg/509829/2game-esports-vs-sentinels-vct-2025-americas-stage-2-w5
2501,509830,G2 Esports,Cloud9,2.0,0.0,G2 Esports,Cloud9,Week 5,Group Stage,https://www.vlr.gg/509830/g2-esports-vs-cloud9-vct-2025-americas-stage-2-w5
2501,509831,MIBR,LOUD,2.0,0.0,MIBR,LOUD,Week 5,Group Stage,https://www.vlr.gg/509831/mibr-vs-loud-vct-2025-americas-stage-2-w5
2501,530902,LEVIATÁN,Cloud9,1.0,2.0,Cloud9,LEVIATÁN,Upper Round 1,Playoffs,https://www.vlr.gg/530902/leviat-n-vs-cloud9-vct-2025-americas-stage-2-ur1
2501,530903,G2 Esports,100 Thieves,2.0,0.0,G2 Esports,100 Thieves,Upper Round 1,Playoffs,https://www.vlr.gg/530903/g2-esports-vs-100-thieves-vct-2025-americas-stage-2-ur1
2501,530906,Sentinels,Cloud9,2.0,1.0,Sentinels,Cloud9,Upper Semifinals,Playoffs,https://www.vlr.gg/530906/sentinels-vs-cloud9-vct-2025-americas-stage-2-ubsf
2501,530907,NRG,G2 Esports,1.0,2.0,G2 Esports,NRG,Upper Semifinals,Playoffs,https://www.vlr.gg/530907/nrg-vs-g2-esports-vct-2025-americas-stage-2-ubsf
2501,530904,LEVIATÁN,KRÜ Esports,2.0,1.0,LEVIATÁN,KRÜ Esports,Lower Round 1,Playoffs,https://www.vlr.gg/530904/leviat-n-vs-kr-esports-vct-2025-americas-stage-2-lr1
2501,530905,100 Thieves,Evil Geniuses,2.0,0.0,100 Thieves,Evil Geniuses,Lower Round 1,Playoffs,https://www.vlr.gg/530905/100-thieves-vs-evil-geniuses-vct-2025-americas-stage-2-lr1
2501,530908,NRG,LEVIATÁN,2.0,0.0,NRG,LEVIATÁN,Lower Round 2,Playoffs,https://www.vlr.gg/530908/nrg-vs-leviat-n-vct-2025-americas-stage-2-lr2
2501,530909,Cloud9,100 Thieves,2.0,0.0,Cloud9,100 Thieves,Lower Round 2,Playoffs,https://www.vlr.gg/530909/cloud9-vs-100-thieves-vct-2025-americas-stage-2-lr2
2501,530910,Sentinels,G2 Esports,0.0,2.0,G2 Esports,Sentinels,Upper Final,Playoffs,https://www.vlr.gg/530910/sentinels-vs-g2-esports-vct-2025-americas-stage-2-ubf
2501,530911,NRG,Cloud9,2.0,1.0,NRG,Cloud9,Lower Round 3,Playoffs,https://www.vlr.gg/530911/nrg-vs-cloud9-vct-2025-americas-stage-2-lr3
2501,530912,Sentinels,NRG,1.0,3.0,NRG,Sentinels,Lower Final,Playoffs,https://www.vlr.gg/530912/sentinels-vs-nrg-vct-2025-americas-stage-2-lbf
2501,530913,G2 Esports,NRG,3.0,0.0,G2 Esports,NRG,Grand Final,Playoffs,https://www.vlr.gg/530913/g2-esports-vs-nrg-vct-2025-americas-stage-2-gf
2498,511543,Natus Vincere,Apeks,2.0,1.0,Natus Vincere,Apeks,Week 1,Group Stage,https://www.vlr.gg/511543/natus-vincere-vs-apeks-vct-2025-emea-stage-2-w1
2498,511544,Team Vitality,GIANTX,0.0,2.0,GIANTX,Team Vitality,Week 1,Group Stage,https://www.vlr.gg/511544/team-vitality-vs-giantx-vct-2025-emea-stage-2-w1
2498,511545,FUT Esports,Gentle Mates,2.0,1.0,FUT Esports,Gentle Mates,Week 1,Group Stage,https://www.vlr.gg/511545/fut-esports-vs-gentle-mates-vct-2025-emea-stage-2-w1
2498,511546,Team Liquid,KOI,2.0,1.0,Team Liquid,KOI,Week 1,Group Stage,https://www.vlr.gg/511546/team-liquid-vs-koi-vct-2025-emea-stage-2-w1
2498,511547,Team Heretics,BBL Esports,2.0,1.0,Team Heretics,BBL Esports,Week 1,Group Stage,https://www.vlr.gg/511547/team-heretics-vs-bbl-esports-vct-2025-emea-stage-2-w1
2498,511548,FNATIC,Karmine Corp,2.0,1.0,FNATIC,Karmine Corp,Week 1,Group Stage,https://www.vlr.gg/511548/fnatic-vs-karmine-corp-vct-2025-emea-stage-2-w1
2498,511549,Apeks,Karmine Corp,1.0,2.0,Karmine Corp,Apeks,Week 2,Group Stage,https://www.vlr.gg/511549/apeks-vs-karmine-corp-vct-2025-emea-stage-2-w2
2498,511550,GIANTX,BBL Esports,2.0,1.0,GIANTX,BBL Esports,Week 2,Group Stage,https://www.vlr.gg/511550/giantx-vs-bbl-esports-vct-2025-emea-stage-2-w2
2498,511551,Team Liquid,Natus Vincere,2.0,0.0,Team Liquid,Natus Vincere,Week 2,Group Stage,https://www.vlr.gg/511551/team-liquid-vs-natus-vincere-vct-2025-emea-stage-2-w2
2498,511552,Gentle Mates,Team Heretics,1.0,2.0,Team Heretics,Gentle Mates,Week 2,Group Stage,https://www.vlr.gg/511552/gentle-mates-vs-team-heretics-vct-2025-emea-stage-2-w2
2498,511553,FUT Esports,Team Vitality,0.0,2.0,Team Vitality,FUT Esports,Week 2,Group Stage,https://www.vlr.gg/511553/fut-esports-vs-team-vitality-vct-2025-emea-stage-2-w2
2498,511554,KOI,FNATIC,0.0,2.0,FNATIC,KOI,Week 2,Group Stage,https://www.vlr.gg/511554/koi-vs-fnatic-vct-2025-emea-stage-2-w2
2498,511562,FUT Esports,GIANTX,2.0,1.0,FUT Esports,GIANTX,Week 3,Group Stage,https://www.vlr.gg/511562/fut-esports-vs-giantx-vct-2025-emea-stage-2-w3
2498,511563,Gentle Mates,BBL Esports,0.0,2.0,BBL Esports,Gentle Mates,Week 3,Group Stage,https://www.vlr.gg/511563/gentle-mates-vs-bbl-esports-vct-2025-emea-stage-2-w3
2498,511564,Team Liquid,Apeks,2.0,1.0,Team Liquid,Apeks,Week 3,Group Stage,https://www.vlr.gg/511564/team-liquid-vs-apeks-vct-2025-emea-stage-2-w3
2498,511565,KOI,Karmine Corp,1.0,2.0,Karmine Corp,KOI,Week 3,Group Stage,https://www.vlr.gg/511565/koi-vs-karmine-corp-vct-2025-emea-stage-2-w3
2498,511566,Natus Vincere,FNATIC,1.0,2.0,FNATIC,Natus Vincere,Week 3,Group Stage,https://www.vlr.gg/511566/natus-vincere-vs-fnatic-vct-2025-emea-stage-2-w3
2498,511567,Team Vitality,Team Heretics,0.0,2.0,Team Heretics,Team Vitality,Week 3,Group Stage,https://www.vlr.gg/511567/team-vitality-vs-team-heretics-vct-2025-emea-stage-2-w3
2498,511568,FUT Esports,Team Heretics,0.0,2.0,Team Heretics,FUT Esports,Week 4,Group Stage,https://www.vlr.gg/511568/fut-esports-vs-team-heretics-vct-2025-emea-stage-2-w4
2498,511569,KOI,Apeks,2.0,1.0,KOI,Apeks,Week 4,Group Stage,https://www.vlr.gg/511569/koi-vs-apeks-vct-2025-emea-stage-2-w4
2498,511570,Gentle Mates,GIANTX,1.0,2.0,GIANTX,Gentle Mates,Week 4,Group Stage,https://www.vlr.gg/511570/gentle-mates-vs-giantx-vct-2025-emea-stage-2-w4
2498,511571,Natus Vincere,Karmine Corp,2.0,0.0,Natus Vincere,Karmine Corp,Week 4,Group Stage,https://www.vlr.gg/511571/natus-vincere-vs-karmine-corp-vct-2025-emea-stage-2-w4
2498,511572,Team Vitality,BBL Esports,1.0,2.0,BBL Esports,Team Vitality,Week 4,Group Stage,https://www.vlr.gg/511572/team-vitality-vs-bbl-esports-vct-2025-emea-stage-2-w4
2498,511573,Team Liquid,FNATIC,2.0,0.0,Team Liquid,FNATIC,Week 4,Group Stage,https://www.vlr.gg/511573/team-liquid-vs-fnatic-vct-2025-emea-stage-2-w4
2498,511575,KOI,Natus Vincere,1.0,2.0,Natus Vincere,KOI,Week 5,Group Stage,https://www.vlr.gg/511575/koi-vs-natus-vincere-vct-2025-emea-stage-2-w5
2498,511576,Apeks,FNATIC,0.0,2.0,FNATIC,Apeks,Week 5,Group Stage,https://www.vlr.gg/511576/apeks-vs-fnatic-vct-2025-emea-stage-2-w5
2498,511577,GIANTX,Team Heretics,0.0,2.0,Team Heretics,GIANTX,Week 5,Group Stage,https://www.vlr.gg/511577/giantx-vs-team-heretics-vct-2025-emea-stage-2-w5
2498,511579,Gentle Mates,Team Vitality,1.0,2.0,Team Vitality,Gentle Mates,Week 5,Group Stage,https://www.vlr.gg/511579/gentle-mates-vs-team-vitality-vct-2025-emea-stage-2-w5
2498,511580,FUT Esports,BBL Esports,0.0,2.0,BBL Esports,FUT Esports,Week 5,Group Stage,https://www.vlr.gg/511580/fut-esports-vs-bbl-esports-vct-2025-emea-stage-2-w5
2498,511581,Team Liquid,Karmine Corp,1.0,2.0,Karmine Corp,Team Liquid,Week 5,Group Stage,https://www.vlr.gg/511581/team-liquid-vs-karmine-corp-vct-2025-emea-stage-2-w5
2498,530924,FNATIC,BBL Esports,1.0,2.0,BBL Esports,FNATIC,Upper Round 1,Playoffs,https://www.vlr.gg/530924/fnatic-vs-bbl-esports-vct-2025-emea-stage-2-ur1
2498,530925,GIANTX,Natus Vincere,2.0,1.0,GIANTX,Natus Vincere,Upper Round 1,Playoffs,https://www.vlr.gg/530925/giantx-vs-natus-vincere-vct-2025-emea-stage-2-ur1
2498,530928,Team Heretics,BBL Esports,0.0,2.0,BBL Esports,Team Heretics,Upper Semifinals,Playoffs,https://www.vlr.gg/530928/team-heretics-vs-bbl-esports-vct-2025-emea-stage-2-ubsf
2498,530929,Team Liquid,GIANTX,2.0,1.0,Team Liquid,GIANTX,Upper Semifinals,Playoffs,https://www.vlr.gg/530929/team-liquid-vs-giantx-vct-2025-emea-stage-2-ubsf
2498,530926,FNATIC,Karmine Corp,2.0,1.0,FNATIC,Karmine Corp,Lower Round 1,Playoffs,https://www.vlr.gg/530926/fnatic-vs-karmine-corp-vct-2025-emea-stage-2-lr1
2498,530927,Natus Vincere,Team Vitality,2.0,0.0,Natus Vincere,Team Vitality,Lower Round 1,Playoffs,https://www.vlr.gg/530927/natus-vincere-vs-team-vitality-vct-2025-emea-stage-2-lr1
2498,530930,GIANTX,FNATIC,2.0,0.0,GIANTX,FNATIC,Lower Round 2,Playoffs,https://www.vlr.gg/530930/giantx-vs-fnatic-vct-2025-emea-stage-2-lr2
2498,530931,Team Heretics,Natus Vincere,0.0,2.0,Natus Vincere,Team Heretics,Lower Round 2,Playoffs,https://www.vlr.gg/530931/team-heretics-vs-natus-vincere-vct-2025-emea-stage-2-lr2
2498,530932,BBL Esports,Team Liquid,1.0,2.0,Team Liquid,BBL Esports,Upper Final,Playoffs,https://www.vlr.gg/530932/bbl-esports-vs-team-liquid-vct-2025-emea-stage-2-ubf
2498,530933,GIANTX,Natus Vincere,2.0,1.0,GIANTX,Natus Vincere,Lower Round 3,Playoffs,https://www.vlr.gg/530933/giantx-vs-natus-vincere-vct-2025-emea-stage-2-lr3
2498,530934,BBL Esports,GIANTX,0.0,3.0,GIANTX,BBL Esports,Lower Final,Playoffs,https://www.vlr.gg/530934/bbl-esports-vs-giantx-vct-2025-emea-stage-2-lbf
2498,530935,Team Liquid,GIANTX,3.0,0.0,Team Liquid,GIANTX,Grand Final,Playoffs,https://www.vlr.gg/530935/team-liquid-vs-giantx-vct-2025-emea-stage-2-gf
2500,508815,BOOM Esports,TALON,0.0,2.0,TALON,BOOM Esports,Week 1,Group Stage,https://www.vlr.gg/508815/boom-esports-vs-talon-vct-2025-pacific-stage-2-w1
2500,508816,Nongshim RedForce,Team Secret,2.0,1.0,Nongshim RedForce,Team Secret,Week 1,Group Stage,https://www.vlr.gg/508816/nongshim-redforce-vs-team-secret-vct-2025-pacific-stage-2-w1
2500,508817,T1,Paper Rex,0.0,2.0,Paper Rex,T1,Week 1,Group Stage,https://www.vlr.gg/508817/t1-vs-paper-rex-vct-2025-pacific-stage-2-w1
2500,508818,DRX,Gen.G,0.0,2.0,Gen.G,DRX,Week 1,Group Stage,https://www.vlr.gg/508818/drx-vs-gen-g-vct-2025-pacific-stage-2-w1
2500,508819,Rex Regum Qeon,Global Esports,0.0,2.0,Global Esports,Rex Regum Qeon,Week 1,Group Stage,https://www.vlr.gg/508819/rex-regum-qeon-vs-global-esports-vct-2025-pacific-stage-2-w1
2500,508820,ZETA DIVISION,DetonatioN FocusMe,1.0,2.0,DetonatioN FocusMe,ZETA DIVISION,Week 1,Group Stage,https://www.vlr.gg/508820/zeta-division-vs-detonation-focusme-vct-2025-pacific-stage-2-w1
2500,508821,DRX,Nongshim RedForce,2.0,1.0,DRX,Nongshim RedForce,Week 1,Group Stage,https://www.vlr.gg/508821/drx-vs-nongshim-redforce-vct-2025-pacific-stage-2-w1
2500,508822,BOOM Esports,T1,0.0,2.0,T1,BOOM Esports,Week 1,Group Stage,https://www.vlr.gg/508822/boom-esports-vs-t1-vct-2025-pacific-stage-2-w1
2500,508823,Global Esports,Team Secret,1.0,2.0,Team Secret,Global Esports,Week 1,Group Stage,https://www.vlr.gg/508823/global-esports-vs-team-secret-vct-2025-pacific-stage-2-w1
2500,508824,Paper Rex,DetonatioN FocusMe,2.0,0.0,Paper Rex,DetonatioN FocusMe,Week 1,Group Stage,https://www.vlr.gg/508824/paper-rex-vs-detonation-focusme-vct-2025-pacific-stage-2-w1
2500,508825,TALON,ZETA DIVISION,2.0,0.0,TALON,ZETA DIVISION,Week 1,Group Stage,https://www.vlr.gg/508825/talon-vs-zeta-division-vct-2025-pacific-stage-2-w1
2500,508826,Rex Regum Qeon,Gen.G,2.0,1.0,Rex Regum Qeon,Gen.G,Week 1,Group Stage,https://www.vlr.gg/508826/rex-regum-qeon-vs-gen-g-vct-2025-pacific-stage-2-w1
